transcript_id	cluster
ENSMUST00000060427.4	2
ENSMUST00000060435.6	1
ENSMUST00000060579.9	4
ENSMUST00000060645.12	1
ENSMUST00000060714.9	1
ENSMUST00000060722.6	2
ENSMUST00000060766.15	4
ENSMUST00000060805.6	4
ENSMUST00000060991.4	4
ENSMUST00000060992.5	6
ENSMUST00000061158.4	4
ENSMUST00000061242.7	4
ENSMUST00000061350.12	1
ENSMUST00000061437.4	6
ENSMUST00000061444.3	5
ENSMUST00000061537.11	5
ENSMUST00000061578.8	2
ENSMUST00000061681.7	4
ENSMUST00000061755.8	1
ENSMUST00000062147.13	1
ENSMUST00000062264.7	5
ENSMUST00000062322.10	6
ENSMUST00000062356.6	1
ENSMUST00000062678.9	2
ENSMUST00000062684.8	2
ENSMUST00000063042.9	3
ENSMUST00000063084.15	4
ENSMUST00000063249.8	6
ENSMUST00000063417.9	5
ENSMUST00000063496.13	5
ENSMUST00000063517.4	4
ENSMUST00000063520.14	6
ENSMUST00000063542.7	6
ENSMUST00000063814.14	2
ENSMUST00000063982.6	2
ENSMUST00000063988.13	6
ENSMUST00000064099.7	7
ENSMUST00000064104.12	4
ENSMUST00000064174.11	1
ENSMUST00000064234.6	6
ENSMUST00000064314.8	5
ENSMUST00000064393.5	6
ENSMUST00000064404.6	6
ENSMUST00000064447.11	2
ENSMUST00000064454.11	4
ENSMUST00000064495.6	3
ENSMUST00000064667.7	4
ENSMUST00000064762.4	2
ENSMUST00000064798.14	3
ENSMUST00000064848.5	4
ENSMUST00000064910.6	7
ENSMUST00000064924.4	5
ENSMUST00000065014.9	1
ENSMUST00000065049.14	5
ENSMUST00000065090.7	7
ENSMUST00000065263.11	5
ENSMUST00000065330.6	1
ENSMUST00000065358.7	3
ENSMUST00000065398.12	6
ENSMUST00000065504.15	3
ENSMUST00000065515.13	4
ENSMUST00000065630.6	6
ENSMUST00000065648.14	1
ENSMUST00000065678.5	4
ENSMUST00000065692.13	4
ENSMUST00000065793.11	6
ENSMUST00000065856.6	1
ENSMUST00000065865.8	4
ENSMUST00000065896.8	6
ENSMUST00000065917.14	6
ENSMUST00000066070.6	6
ENSMUST00000066160.2	6
ENSMUST00000066177.9	4
ENSMUST00000066257.5	4
ENSMUST00000066264.12	2
ENSMUST00000066272.5	7
ENSMUST00000066379.10	5
ENSMUST00000066401.5	1
ENSMUST00000066439.6	4
ENSMUST00000066489.12	1
ENSMUST00000066532.4	1
ENSMUST00000066601.12	4
ENSMUST00000066778.4	7
ENSMUST00000066888.9	6
ENSMUST00000067190.11	1
ENSMUST00000067284.8	6
ENSMUST00000067384.4	4
ENSMUST00000067417.9	4
ENSMUST00000067476.8	4
ENSMUST00000067496.6	2
ENSMUST00000067646.10	2
ENSMUST00000067664.9	6
ENSMUST00000067786.7	5
ENSMUST00000067880.12	1
ENSMUST00000067912.7	2
ENSMUST00000067947.5	4
ENSMUST00000067976.8	1
ENSMUST00000067996.6	2
ENSMUST00000068031.7	5
ENSMUST00000068045.13	1
ENSMUST00000068056.11	5
ENSMUST00000068408.13	3
ENSMUST00000068505.9	1
ENSMUST00000068581.7	4
ENSMUST00000068583.13	1
ENSMUST00000068686.12	5
ENSMUST00000068700.6	5
ENSMUST00000068705.12	4
ENSMUST00000068792.12	4
ENSMUST00000068795.3	7
ENSMUST00000068805.13	2
ENSMUST00000069004.11	4
ENSMUST00000069036.13	4
ENSMUST00000069057.12	1
ENSMUST00000069107.13	7
ENSMUST00000069256.11	1
ENSMUST00000069285.4	4
ENSMUST00000069360.13	6
ENSMUST00000069423.12	1
ENSMUST00000069449.5	4
ENSMUST00000069533.11	4
ENSMUST00000069580.11	4
ENSMUST00000069619.13	1
ENSMUST00000069695.8	4
ENSMUST00000069949.12	4
ENSMUST00000069965.7	7
ENSMUST00000070039.13	1
ENSMUST00000070080.5	6
ENSMUST00000070112.5	7
ENSMUST00000070124.4	5
ENSMUST00000070165.5	7
ENSMUST00000070210.4	4
ENSMUST00000070215.7	5
ENSMUST00000070345.4	6
ENSMUST00000070522.13	1
ENSMUST00000070524.4	1
ENSMUST00000070532.7	1
ENSMUST00000070575.13	4
ENSMUST00000070635.12	1
ENSMUST00000070653.12	1
ENSMUST00000070663.5	7
ENSMUST00000070705.5	4
ENSMUST00000070872.12	4
ENSMUST00000070949.4	3
ENSMUST00000071006.7	6
ENSMUST00000071068.8	5
ENSMUST00000071095.13	7
ENSMUST00000071103.8	7
ENSMUST00000071134.3	2
ENSMUST00000071213.3	5
ENSMUST00000071230.7	6
ENSMUST00000071301.4	5
ENSMUST00000071329.7	2
ENSMUST00000071402.6	6
ENSMUST00000071488.7	5
ENSMUST00000071492.8	6
ENSMUST00000071523.4	6
ENSMUST00000071555.12	1
ENSMUST00000071641.4	3
ENSMUST00000071642.10	5
ENSMUST00000071664.11	6
ENSMUST00000071739.11	4
ENSMUST00000071745.3	6
ENSMUST00000071841.5	4
ENSMUST00000071858.3	4
ENSMUST00000071898.5	6
ENSMUST00000071926.3	6
ENSMUST00000071982.5	4
ENSMUST00000071985.5	7
ENSMUST00000071991.5	3
ENSMUST00000072079.8	5
ENSMUST00000072141.2	6
ENSMUST00000072232.7	4
ENSMUST00000072239.13	7
ENSMUST00000072249.12	7
ENSMUST00000072331.12	1
ENSMUST00000072452.10	7
ENSMUST00000072503.12	6
ENSMUST00000072566.4	6
ENSMUST00000072576.9	7
ENSMUST00000072587.4	4
ENSMUST00000072634.13	1
ENSMUST00000072697.12	5
ENSMUST00000072727.6	6
ENSMUST00000072750.12	5
ENSMUST00000072751.12	4
ENSMUST00000072777.13	7
ENSMUST00000072796.4	7
ENSMUST00000072875.14	7
ENSMUST00000072896.12	5
ENSMUST00000072961.4	6
ENSMUST00000073080.5	7
ENSMUST00000073127.13	6
ENSMUST00000073261.2	2
ENSMUST00000073308.10	6
ENSMUST00000073317.4	7
ENSMUST00000073339.6	1
ENSMUST00000073410.11	5
ENSMUST00000073428.5	5
ENSMUST00000073441.12	6
ENSMUST00000073456.7	4
ENSMUST00000073471.12	6
ENSMUST00000073722.5	6
ENSMUST00000073790.5	6
ENSMUST00000073868.7	6
ENSMUST00000073926.6	6
ENSMUST00000073927.4	2
ENSMUST00000074043.5	5
ENSMUST00000074053.4	4
ENSMUST00000074077.11	2
ENSMUST00000074085.11	7
ENSMUST00000074245.4	6
ENSMUST00000074267.3	6
ENSMUST00000074552.11	4
ENSMUST00000074575.9	6
ENSMUST00000074616.5	4
ENSMUST00000074628.12	3
ENSMUST00000074669.9	7
ENSMUST00000074680.7	6
ENSMUST00000074733.10	2
ENSMUST00000074752.3	2
ENSMUST00000074846.13	7
ENSMUST00000075044.9	4
ENSMUST00000075068.13	1
ENSMUST00000075147.4	3
ENSMUST00000075242.6	6
ENSMUST00000075280.10	7
ENSMUST00000075453.8	5
ENSMUST00000075650.6	6
ENSMUST00000075666.6	6
ENSMUST00000075671.4	6
ENSMUST00000075723.6	5
ENSMUST00000075774.3	2
ENSMUST00000075829.2	5
ENSMUST00000075896.6	4
ENSMUST00000075924.7	6
ENSMUST00000076037.8	4
ENSMUST00000076155.4	6
ENSMUST00000076219.4	6
ENSMUST00000076224.11	6
ENSMUST00000076364.4	3
ENSMUST00000076372.4	6
ENSMUST00000076373.6	6
ENSMUST00000076431.12	4
ENSMUST00000076587.4	4
ENSMUST00000076941.11	5
ENSMUST00000076949.12	5
ENSMUST00000076961.8	4
ENSMUST00000077037.11	6
ENSMUST00000077175.5	6
ENSMUST00000077290.8	4
ENSMUST00000077340.13	4
ENSMUST00000077353.13	4
ENSMUST00000077367.10	4
ENSMUST00000077389.7	6
ENSMUST00000077407.11	4
ENSMUST00000077453.11	1
ENSMUST00000077577.7	6
ENSMUST00000077605.11	5
ENSMUST00000077609.11	6
ENSMUST00000077755.10	4
ENSMUST00000077817.7	7
ENSMUST00000078019.12	4
ENSMUST00000078061.12	4
ENSMUST00000078079.9	6
ENSMUST00000078155.11	4
ENSMUST00000078246.5	7
ENSMUST00000078286.5	7
ENSMUST00000078357.4	4
ENSMUST00000078404.13	5
ENSMUST00000078432.4	5
ENSMUST00000078459.6	4
ENSMUST00000078528.6	6
ENSMUST00000078676.5	2
ENSMUST00000078717.6	4
ENSMUST00000078734.11	4
ENSMUST00000078803.3	4
ENSMUST00000078804.11	3
ENSMUST00000078878.13	5
ENSMUST00000078912.6	1
ENSMUST00000078976.7	2
ENSMUST00000079033.4	4
ENSMUST00000079041.5	4
ENSMUST00000079121.3	6
ENSMUST00000079213.5	5
ENSMUST00000079251.6	2
ENSMUST00000079252.12	4
ENSMUST00000079282.7	1
ENSMUST00000079324.13	2
ENSMUST00000079363.4	6
ENSMUST00000079413.9	2
ENSMUST00000079419.10	6
ENSMUST00000079424.10	4
ENSMUST00000079496.8	5
ENSMUST00000079510.4	7
ENSMUST00000079634.7	5
ENSMUST00000079644.12	5
ENSMUST00000079652.5	4
ENSMUST00000079659.11	2
ENSMUST00000079716.5	6
ENSMUST00000079733.5	6
ENSMUST00000079758.7	2
ENSMUST00000079817.7	4
ENSMUST00000079866.10	6
ENSMUST00000079883.10	7
ENSMUST00000079961.12	5
ENSMUST00000079970.5	7
ENSMUST00000079987.12	6
ENSMUST00000080001.8	7
ENSMUST00000080030.13	7
ENSMUST00000080058.10	4
ENSMUST00000080089.10	6
ENSMUST00000080138.12	7
ENSMUST00000080149.5	5
ENSMUST00000080152.3	5
ENSMUST00000080215.5	1
ENSMUST00000080281.13	5
ENSMUST00000080300.7	6
ENSMUST00000080359.11	2
ENSMUST00000080371.6	1
ENSMUST00000080411.12	5
ENSMUST00000080492.5	6
ENSMUST00000080511.2	5
ENSMUST00000080514.7	5
ENSMUST00000080536.6	7
ENSMUST00000080622.7	5
ENSMUST00000080666.7	1
ENSMUST00000080713.4	5
ENSMUST00000080723.10	6
ENSMUST00000080813.4	6
ENSMUST00000080856.13	5
ENSMUST00000080893.6	2
ENSMUST00000080919.11	6
ENSMUST00000080926.12	6
ENSMUST00000080953.11	1
ENSMUST00000081026.10	5
ENSMUST00000081111.13	5
ENSMUST00000081202.5	1
ENSMUST00000081241.1	6
ENSMUST00000081381.4	1
ENSMUST00000081387.10	7
ENSMUST00000081551.13	5
ENSMUST00000081560.4	2
ENSMUST00000081567.10	5
ENSMUST00000081593.12	1
ENSMUST00000081606.6	4
ENSMUST00000081649.8	5
ENSMUST00000081650.13	3
ENSMUST00000081654.12	5
ENSMUST00000081742.6	6
ENSMUST00000081790.13	4
ENSMUST00000081840.5	6
ENSMUST00000081848.12	5
ENSMUST00000081932.12	6
ENSMUST00000081940.10	4
ENSMUST00000081946.4	4
ENSMUST00000081993.1	6
ENSMUST00000082094.4	5
ENSMUST00000082120.3	2
ENSMUST00000082134.5	6
ENSMUST00000082177.12	5
ENSMUST00000082387.1	6
ENSMUST00000082388.1	4
ENSMUST00000082390.1	4
ENSMUST00000082402.1	4
ENSMUST00000082403.1	1
ENSMUST00000082405.1	1
ENSMUST00000082408.1	4
ENSMUST00000082414.1	1
ENSMUST00000082423.1	5
ENSMUST00000082428.4	5
ENSMUST00000082429.6	4
ENSMUST00000082430.9	1
ENSMUST00000082446.1	5
ENSMUST00000082448.1	5
ENSMUST00000082453.1	5
ENSMUST00000082503.1	5
ENSMUST00000082517.1	5
ENSMUST00000082559.1	6
ENSMUST00000082580.1	6
ENSMUST00000082668.1	5
ENSMUST00000082700.1	5
ENSMUST00000082946.1	5
ENSMUST00000082967.1	6
ENSMUST00000082984.2	6
ENSMUST00000083082.1	5
ENSMUST00000083103.1	5
ENSMUST00000083107.1	6
ENSMUST00000083127.1	6
ENSMUST00000083190.1	6
ENSMUST00000083226.1	5
ENSMUST00000083274.1	5
ENSMUST00000083285.1	5
ENSMUST00000083292.1	5
ENSMUST00000083348.1	6
ENSMUST00000083353.1	6
ENSMUST00000083419.1	5
ENSMUST00000083435.2	1
ENSMUST00000083694.1	6
ENSMUST00000083703.1	6
ENSMUST00000083715.1	5
ENSMUST00000083800.1	5
ENSMUST00000083804.1	5
ENSMUST00000083884.1	5
ENSMUST00000083895.1	7
ENSMUST00000083918.1	2
ENSMUST00000083944.1	6
ENSMUST00000084116.12	6
ENSMUST00000084124.6	7
ENSMUST00000084241.11	6
ENSMUST00000084250.10	7
ENSMUST00000084296.9	7
ENSMUST00000084488.4	2
ENSMUST00000084500.6	4
ENSMUST00000084526.11	4
ENSMUST00000084614.4	6
ENSMUST00000084731.4	6
ENSMUST00000084771.2	6
ENSMUST00000084820.4	4
ENSMUST00000084881.4	1
ENSMUST00000084882.8	1
ENSMUST00000084949.2	4
ENSMUST00000084968.13	4
ENSMUST00000085393.12	1
ENSMUST00000085435.5	3
ENSMUST00000085519.12	2
ENSMUST00000085546.12	6
ENSMUST00000085585.11	6
ENSMUST00000085592.5	1
ENSMUST00000085720.1	3
ENSMUST00000085797.5	2
ENSMUST00000085939.6	2
ENSMUST00000086013.3	5
ENSMUST00000086046.9	4
ENSMUST00000086112.7	4
ENSMUST00000086199.11	3
ENSMUST00000086399.4	2
ENSMUST00000086423.4	5
ENSMUST00000086461.12	2
ENSMUST00000086471.11	6
ENSMUST00000086519.11	6
ENSMUST00000086535.11	6
ENSMUST00000086580.11	4
ENSMUST00000086635.8	7
ENSMUST00000086725.5	4
ENSMUST00000086764.5	6
ENSMUST00000086828.9	1
ENSMUST00000087026.12	5
ENSMUST00000087031.5	7
ENSMUST00000087200.3	3
ENSMUST00000087215.6	4
ENSMUST00000087216.11	4
ENSMUST00000087315.13	5
ENSMUST00000087324.6	3
ENSMUST00000087342.12	4
ENSMUST00000087351.7	6
ENSMUST00000087360.8	2
ENSMUST00000087435.6	1
ENSMUST00000087511.9	4
ENSMUST00000087556.5	4
ENSMUST00000087559.7	6
ENSMUST00000087566.10	2
ENSMUST00000087582.11	6
ENSMUST00000087675.8	7
ENSMUST00000087865.3	6
ENSMUST00000087971.10	3
ENSMUST00000088040.4	5
ENSMUST00000088095.5	6
ENSMUST00000088169.5	4
ENSMUST00000088174.3	1
ENSMUST00000088194.6	6
ENSMUST00000088217.11	1
ENSMUST00000088248.12	7
ENSMUST00000088299.5	5
ENSMUST00000088419.12	1
ENSMUST00000088454.11	4
ENSMUST00000088464.11	5
ENSMUST00000088480.3	5
ENSMUST00000088615.10	4
ENSMUST00000088621.10	7
ENSMUST00000088652.5	4
ENSMUST00000088716.11	5
ENSMUST00000088922.4	7
ENSMUST00000089017.11	4
ENSMUST00000089024.12	7
ENSMUST00000089027.2	1
ENSMUST00000089059.8	4
ENSMUST00000089112.5	2
ENSMUST00000089119.11	4
ENSMUST00000089162.4	4
ENSMUST00000089217.10	5
ENSMUST00000089230.5	4
ENSMUST00000089287.6	2
ENSMUST00000089302.10	2
ENSMUST00000089430.5	4
ENSMUST00000089482.11	6
ENSMUST00000089616.5	1
ENSMUST00000089765.8	1
ENSMUST00000089926.5	6
ENSMUST00000090002.9	5
ENSMUST00000090006.11	1
ENSMUST00000090023.12	4
ENSMUST00000090031.11	4
ENSMUST00000090190.11	7
ENSMUST00000090192.11	6
ENSMUST00000090212.4	4
ENSMUST00000090227.4	4
ENSMUST00000090413.5	6
ENSMUST00000090433.5	3
ENSMUST00000090481.13	1
ENSMUST00000090561.9	7
ENSMUST00000090569.9	7
ENSMUST00000090614.10	4
ENSMUST00000090680.10	6
ENSMUST00000090749.12	6
ENSMUST00000090759.4	2
ENSMUST00000090860.6	2
ENSMUST00000091064.7	5
ENSMUST00000091117.3	2
ENSMUST00000091236.10	7
ENSMUST00000091246.10	4
ENSMUST00000091289.4	5
ENSMUST00000091295.13	5
ENSMUST00000091358.10	6
ENSMUST00000091374.8	5
ENSMUST00000091436.6	4
ENSMUST00000091541.10	5
ENSMUST00000091614.6	7
ENSMUST00000091708.4	1
ENSMUST00000091709.2	2
ENSMUST00000091756.1	2
ENSMUST00000091829.3	4
ENSMUST00000091852.4	1
ENSMUST00000092096.12	4
ENSMUST00000092138.6	1
ENSMUST00000092404.12	6
ENSMUST00000092425.10	5
ENSMUST00000092498.11	4
ENSMUST00000092512.10	1
ENSMUST00000092551.4	1
ENSMUST00000092584.5	6
ENSMUST00000092620.5	6
ENSMUST00000092663.3	1
ENSMUST00000092678.9	6
ENSMUST00000092766.11	7
ENSMUST00000092915.11	2
ENSMUST00000092956.2	1
ENSMUST00000093073.11	4
ENSMUST00000093120.11	5
ENSMUST00000093140.4	7
ENSMUST00000093191.2	7
ENSMUST00000093201.12	6
ENSMUST00000093270.5	6
ENSMUST00000093321.11	7
ENSMUST00000093346.5	2
ENSMUST00000093430.2	4
ENSMUST00000093552.11	6
ENSMUST00000093923.8	6
ENSMUST00000093937.2	4
ENSMUST00000093955.11	6
ENSMUST00000093962.4	2
ENSMUST00000093993.3	1
ENSMUST00000094028.9	4
ENSMUST00000094065.4	1
ENSMUST00000094151.5	6
ENSMUST00000094154.5	4
ENSMUST00000094215.9	4
ENSMUST00000094280.3	6
ENSMUST00000094361.10	5
ENSMUST00000094469.4	4
ENSMUST00000094632.5	6
ENSMUST00000094646.5	4
ENSMUST00000094657.9	2
ENSMUST00000094815.3	6
ENSMUST00000094898.4	7
ENSMUST00000094933.4	7
ENSMUST00000094993.2	1
ENSMUST00000095083.10	7
ENSMUST00000095128.9	6
ENSMUST00000095224.10	7
ENSMUST00000095228.3	5
ENSMUST00000095270.2	5
ENSMUST00000095313.3	4
ENSMUST00000095347.11	4
ENSMUST00000095383.4	4
ENSMUST00000095457.10	4
ENSMUST00000095541.9	1
ENSMUST00000095595.8	6
ENSMUST00000095797.5	5
ENSMUST00000096014.3	4
ENSMUST00000096045.7	5
ENSMUST00000096069.3	4
ENSMUST00000096096.10	2
ENSMUST00000096145.4	1
ENSMUST00000096240.2	6
ENSMUST00000096241.4	4
ENSMUST00000096246.3	1
ENSMUST00000096249.5	4
ENSMUST00000096255.5	6
ENSMUST00000096261.3	4
ENSMUST00000096385.10	4
ENSMUST00000096744.7	1
ENSMUST00000096753.3	6
ENSMUST00000097014.5	1
ENSMUST00000097103.4	6
ENSMUST00000097175.4	6
ENSMUST00000097278.3	4
ENSMUST00000097317.9	3
ENSMUST00000097414.9	4
ENSMUST00000097442.8	1
ENSMUST00000097590.3	5
ENSMUST00000097592.8	1
ENSMUST00000097642.3	4
ENSMUST00000097680.5	4
ENSMUST00000097682.2	6
ENSMUST00000097690.3	4
ENSMUST00000097709.10	7
ENSMUST00000097734.10	4
ENSMUST00000097822.9	4
ENSMUST00000097874.8	7
ENSMUST00000097957.10	7
ENSMUST00000098048.5	5
ENSMUST00000098110.2	1
ENSMUST00000098143.10	4
ENSMUST00000098180.9	6
ENSMUST00000098334.11	7
ENSMUST00000098350.9	4
ENSMUST00000098391.10	6
ENSMUST00000098473.10	1
ENSMUST00000098594.3	5
ENSMUST00000098814.10	2
ENSMUST00000098862.8	5
ENSMUST00000098942.4	2
ENSMUST00000098952.3	5
ENSMUST00000098990.9	4
ENSMUST00000098994.5	1
ENSMUST00000099078.9	4
ENSMUST00000099151.5	2
ENSMUST00000099173.10	6
ENSMUST00000099224.9	5
ENSMUST00000099270.4	1
ENSMUST00000099276.3	1
ENSMUST00000099329.3	6
ENSMUST00000099353.4	7
ENSMUST00000099423.2	6
ENSMUST00000099459.3	5
ENSMUST00000099475.11	4
ENSMUST00000099490.2	5
ENSMUST00000099494.3	7
ENSMUST00000099538.5	7
ENSMUST00000099554.4	4
ENSMUST00000099558.4	1
ENSMUST00000099858.2	4
ENSMUST00000099945.4	7
ENSMUST00000100013.8	1
ENSMUST00000100015.5	6
ENSMUST00000100026.9	4
ENSMUST00000100051.8	1
ENSMUST00000100162.3	7
ENSMUST00000100171.2	4
ENSMUST00000100203.9	4
ENSMUST00000100206.2	6
ENSMUST00000100375.10	7
ENSMUST00000100420.3	1
ENSMUST00000100472.9	4
ENSMUST00000100473.4	5
ENSMUST00000100484.4	7
ENSMUST00000100497.10	1
ENSMUST00000100507.7	7
ENSMUST00000100528.4	4
ENSMUST00000100627.8	2
ENSMUST00000100655.4	6
ENSMUST00000100799.8	4
ENSMUST00000100802.10	2
ENSMUST00000100812.3	3
ENSMUST00000100848.2	1
ENSMUST00000100955.2	1
ENSMUST00000100986.2	4
ENSMUST00000101049.8	7
ENSMUST00000101055.4	7
ENSMUST00000101087.9	4
ENSMUST00000101118.3	6
ENSMUST00000101225.1	4
ENSMUST00000101301.9	5
ENSMUST00000101343.1	6
ENSMUST00000101347.9	5
ENSMUST00000101354.9	3
ENSMUST00000101375.4	6
ENSMUST00000101454.8	1
ENSMUST00000101525.8	5
ENSMUST00000101801.6	4
ENSMUST00000101833.2	1
ENSMUST00000102074.1	1
ENSMUST00000102105.1	1
ENSMUST00000102303.1	1
ENSMUST00000102326.1	1
ENSMUST00000102476.4	4
ENSMUST00000102482.4	1
ENSMUST00000102483.4	6
ENSMUST00000102500.4	6
ENSMUST00000102503.9	6
ENSMUST00000102508.9	1
ENSMUST00000102510.7	7
ENSMUST00000102525.10	4
ENSMUST00000102528.10	4
ENSMUST00000102533.10	2
ENSMUST00000102553.10	4
ENSMUST00000102561.10	5
ENSMUST00000102570.4	6
ENSMUST00000102578.10	4
ENSMUST00000102581.10	4
ENSMUST00000102590.10	7
ENSMUST00000102593.10	7
ENSMUST00000102597.4	2
ENSMUST00000102598.3	5
ENSMUST00000102602.7	4
ENSMUST00000102604.10	6
ENSMUST00000102625.10	3
ENSMUST00000102637.7	1
ENSMUST00000102638.7	1
ENSMUST00000102647.9	7
ENSMUST00000102672.4	2
ENSMUST00000102690.8	4
ENSMUST00000102691.10	2
ENSMUST00000102694.3	1
ENSMUST00000102724.4	7
ENSMUST00000102738.3	5
ENSMUST00000102746.10	5
ENSMUST00000102758.7	6
ENSMUST00000102763.4	5
ENSMUST00000102769.10	4
ENSMUST00000102774.10	4
ENSMUST00000102814.4	6
ENSMUST00000102840.4	2
ENSMUST00000102841.7	6
ENSMUST00000102842.9	4
ENSMUST00000102844.3	6
ENSMUST00000102865.10	1
ENSMUST00000102866.9	5
ENSMUST00000102870.7	7
ENSMUST00000102874.10	6
ENSMUST00000102880.4	4
ENSMUST00000102898.4	6
ENSMUST00000102899.9	4
ENSMUST00000102915.9	6
ENSMUST00000102922.9	5
ENSMUST00000102926.4	6
ENSMUST00000102927.9	3
ENSMUST00000102928.4	4
ENSMUST00000102944.10	1
ENSMUST00000102968.1	2
ENSMUST00000102973.3	1
ENSMUST00000102980.10	5
ENSMUST00000102983.1	2
ENSMUST00000102993.9	4
ENSMUST00000103008.11	4
ENSMUST00000103009.4	6
ENSMUST00000103013.9	6
ENSMUST00000103029.9	4
ENSMUST00000103075.10	4
ENSMUST00000103093.9	4
ENSMUST00000103146.4	3
ENSMUST00000103147.4	6
ENSMUST00000103152.10	6
ENSMUST00000103172.3	1
ENSMUST00000103186.10	4
ENSMUST00000103188.9	1
ENSMUST00000103191.10	3
ENSMUST00000103193.4	7
ENSMUST00000103195.4	7
ENSMUST00000103198.10	4
ENSMUST00000103199.8	4
ENSMUST00000103205.10	6
ENSMUST00000103220.3	6
ENSMUST00000103221.9	5
ENSMUST00000103224.9	4
ENSMUST00000103232.1	4
ENSMUST00000103242.4	4
ENSMUST00000103877.1	1
ENSMUST00000104157.1	5
ENSMUST00000104206.1	5
ENSMUST00000104252.1	5
ENSMUST00000104269.1	6
ENSMUST00000104375.1	5
ENSMUST00000104426.1	5
ENSMUST00000104526.1	6
ENSMUST00000104609.1	6
ENSMUST00000104709.1	4
ENSMUST00000104925.3	4
ENSMUST00000104944.2	1
ENSMUST00000105046.3	5
ENSMUST00000105106.1	5
ENSMUST00000105230.2	6
ENSMUST00000105240.7	5
ENSMUST00000105255.2	3
ENSMUST00000105256.8	3
ENSMUST00000105331.7	7
ENSMUST00000105372.7	1
ENSMUST00000105447.9	4
ENSMUST00000105465.7	1
ENSMUST00000105466.2	1
ENSMUST00000105499.1	4
ENSMUST00000105502.7	1
ENSMUST00000105579.7	4
ENSMUST00000105591.1	5
ENSMUST00000105595.1	6
ENSMUST00000105616.9	4
ENSMUST00000105676.7	5
ENSMUST00000105692.1	1
ENSMUST00000105730.1	5
ENSMUST00000105742.7	5
ENSMUST00000105782.1	7
ENSMUST00000105784.7	2
ENSMUST00000105837.1	7
ENSMUST00000105839.7	7
ENSMUST00000105840.7	6
ENSMUST00000105847.7	2
ENSMUST00000105851.8	4
ENSMUST00000105853.9	5
ENSMUST00000105867.7	5
ENSMUST00000105893.7	4
ENSMUST00000105894.10	4
ENSMUST00000105898.1	4
ENSMUST00000105907.8	4
ENSMUST00000105909.3	5
ENSMUST00000105931.7	1
ENSMUST00000105935.7	4
ENSMUST00000105991.8	6
ENSMUST00000105994.3	7
ENSMUST00000105999.8	1
ENSMUST00000106000.8	1
ENSMUST00000106003.1	6
ENSMUST00000106004.7	6
ENSMUST00000106008.1	4
ENSMUST00000106027.8	4
ENSMUST00000106040.7	2
ENSMUST00000106054.2	5
ENSMUST00000106091.8	6
ENSMUST00000106112.1	1
ENSMUST00000106159.9	5
ENSMUST00000106197.9	4
ENSMUST00000106211.1	4
ENSMUST00000106215.10	1
ENSMUST00000106253.1	6
ENSMUST00000106291.9	6
ENSMUST00000106313.7	2
ENSMUST00000106314.7	2
ENSMUST00000106391.7	7
ENSMUST00000106470.7	5
ENSMUST00000106553.7	4
ENSMUST00000106588.7	6
ENSMUST00000106644.8	5
ENSMUST00000106653.2	4
ENSMUST00000106667.1	1
ENSMUST00000106722.1	1
ENSMUST00000106750.4	6
ENSMUST00000106778.1	5
ENSMUST00000106981.7	7
ENSMUST00000106998.7	5
ENSMUST00000107030.8	4
ENSMUST00000107041.4	2
ENSMUST00000107048.7	4
ENSMUST00000107060.7	5
ENSMUST00000107107.8	6
ENSMUST00000107123.9	6
ENSMUST00000107237.7	7
ENSMUST00000107249.7	6
ENSMUST00000107364.7	4
ENSMUST00000107384.9	1
ENSMUST00000107403.1	1
ENSMUST00000107406.1	2
ENSMUST00000107409.4	1
ENSMUST00000107417.8	6
ENSMUST00000107421.7	7
ENSMUST00000107491.10	4
ENSMUST00000107539.7	6
ENSMUST00000107608.2	1
ENSMUST00000107619.2	1
ENSMUST00000107651.8	2
ENSMUST00000107658.7	1
ENSMUST00000107665.3	4
ENSMUST00000107684.1	6
ENSMUST00000107723.8	6
ENSMUST00000107752.10	2
ENSMUST00000107821.8	7
ENSMUST00000107855.1	4
ENSMUST00000107857.10	3
ENSMUST00000107904.2	5
ENSMUST00000107915.9	7
ENSMUST00000107920.9	5
ENSMUST00000107924.1	4
ENSMUST00000108141.1	6
ENSMUST00000108236.4	3
ENSMUST00000108249.8	6
ENSMUST00000108334.7	1
ENSMUST00000108337.7	1
ENSMUST00000108410.7	1
ENSMUST00000108450.4	1
ENSMUST00000108477.1	4
ENSMUST00000108495.8	4
ENSMUST00000108530.1	7
ENSMUST00000108592.1	4
ENSMUST00000108608.7	7
ENSMUST00000108613.9	7
ENSMUST00000108627.3	6
ENSMUST00000108636.1	6
ENSMUST00000108658.9	5
ENSMUST00000108707.2	4
ENSMUST00000108713.7	1
ENSMUST00000108719.3	2
ENSMUST00000108751.7	4
ENSMUST00000108840.2	4
ENSMUST00000108857.1	3
ENSMUST00000108858.7	4
ENSMUST00000108988.8	6
ENSMUST00000109021.3	2
ENSMUST00000109086.7	4
ENSMUST00000109097.8	1
ENSMUST00000109099.3	6
ENSMUST00000109103.3	7
ENSMUST00000109132.9	6
ENSMUST00000109140.9	7
ENSMUST00000109191.1	1
ENSMUST00000109241.3	1
ENSMUST00000109252.7	6
ENSMUST00000109260.1	4
ENSMUST00000109267.8	1
ENSMUST00000109308.1	5
ENSMUST00000109331.7	1
ENSMUST00000109333.7	4
ENSMUST00000109354.9	6
ENSMUST00000109384.9	6
