transcript_id	cluster
ENSMUST00000028880.9	5
ENSMUST00000028892.10	7
ENSMUST00000028909.4	6
ENSMUST00000028938.6	4
ENSMUST00000028949.15	6
ENSMUST00000028963.13	4
ENSMUST00000028981.8	4
ENSMUST00000029005.3	4
ENSMUST00000029013.9	6
ENSMUST00000029061.11	4
ENSMUST00000029078.8	4
ENSMUST00000029082.8	3
ENSMUST00000029092.12	4
ENSMUST00000029125.9	7
ENSMUST00000029142.14	6
ENSMUST00000029165.3	4
ENSMUST00000029178.6	6
ENSMUST00000029183.2	4
ENSMUST00000029214.13	5
ENSMUST00000029256.8	4
ENSMUST00000029266.13	1
ENSMUST00000029270.9	7
ENSMUST00000029303.12	7
ENSMUST00000029344.9	4
ENSMUST00000029380.13	4
ENSMUST00000029382.12	6
ENSMUST00000029385.8	4
ENSMUST00000029400.6	1
ENSMUST00000029405.7	7
ENSMUST00000029414.11	4
ENSMUST00000029445.12	7
ENSMUST00000029446.12	6
ENSMUST00000029490.14	4
ENSMUST00000029515.4	1
ENSMUST00000029542.11	5
ENSMUST00000029549.15	1
ENSMUST00000029567.8	4
ENSMUST00000029570.8	2
ENSMUST00000029588.9	7
ENSMUST00000029610.8	4
ENSMUST00000029663.10	6
ENSMUST00000029674.7	4
ENSMUST00000029679.3	4
ENSMUST00000029708.7	3
ENSMUST00000029722.6	6
ENSMUST00000029771.12	1
ENSMUST00000029773.12	1
ENSMUST00000029783.15	4
ENSMUST00000029786.13	7
ENSMUST00000029804.12	4
ENSMUST00000029810.5	1
ENSMUST00000029842.8	4
ENSMUST00000029845.14	4
ENSMUST00000029938.9	4
ENSMUST00000030010.3	1
ENSMUST00000030014.8	7
ENSMUST00000030018.4	4
ENSMUST00000030028.4	4
ENSMUST00000030030.14	6
ENSMUST00000030032.12	1
ENSMUST00000030069.6	7
ENSMUST00000030074.7	4
ENSMUST00000030076.11	4
ENSMUST00000030103.8	2
ENSMUST00000030117.4	6
ENSMUST00000030118.9	7
ENSMUST00000030121.12	4
ENSMUST00000030125.4	3
ENSMUST00000030128.5	4
ENSMUST00000030134.8	7
ENSMUST00000030138.8	5
ENSMUST00000030145.8	4
ENSMUST00000030158.10	4
ENSMUST00000030164.7	7
ENSMUST00000030187.13	1
ENSMUST00000030202.13	4
ENSMUST00000030243.7	1
ENSMUST00000030254.14	4
ENSMUST00000030296.8	4
ENSMUST00000030315.12	4
ENSMUST00000030316.6	6
ENSMUST00000030317.13	1
ENSMUST00000030365.5	6
ENSMUST00000030381.7	5
ENSMUST00000030398.9	1
ENSMUST00000030399.6	1
ENSMUST00000030427.5	4
ENSMUST00000030436.11	5
ENSMUST00000030454.5	5
ENSMUST00000030455.14	4
ENSMUST00000030456.13	5
ENSMUST00000030457.11	5
ENSMUST00000030460.14	5
ENSMUST00000030491.8	4
ENSMUST00000030513.12	7
ENSMUST00000030518.15	1
ENSMUST00000030538.4	4
ENSMUST00000030547.14	4
ENSMUST00000030551.10	5
ENSMUST00000030556.7	4
ENSMUST00000030563.5	4
ENSMUST00000030623.7	7
ENSMUST00000030642.2	7
ENSMUST00000030651.8	6
ENSMUST00000030665.6	6
ENSMUST00000030684.7	6
ENSMUST00000030698.4	4
ENSMUST00000030724.8	1
ENSMUST00000030734.4	6
ENSMUST00000030769.5	7
ENSMUST00000030795.9	6
ENSMUST00000030797.3	4
ENSMUST00000030805.13	5
ENSMUST00000030865.8	5
ENSMUST00000030882.11	6
ENSMUST00000030894.14	6
ENSMUST00000030896.14	4
ENSMUST00000030901.8	7
ENSMUST00000030903.11	4
ENSMUST00000030905.8	7
ENSMUST00000030914.3	4
ENSMUST00000030922.14	4
ENSMUST00000030964.5	6
ENSMUST00000030986.14	4
ENSMUST00000030992.12	4
ENSMUST00000030993.7	7
ENSMUST00000031029.14	4
ENSMUST00000031034.11	4
ENSMUST00000031061.11	7
ENSMUST00000031096.10	4
ENSMUST00000031104.6	5
ENSMUST00000031144.13	4
ENSMUST00000031158.8	7
ENSMUST00000031160.15	7
ENSMUST00000031167.5	6
ENSMUST00000031190.4	6
ENSMUST00000031224.14	1
ENSMUST00000031243.14	5
ENSMUST00000031288.13	7
ENSMUST00000031309.15	1
ENSMUST00000031341.10	5
ENSMUST00000031355.9	4
ENSMUST00000031364.4	6
ENSMUST00000031377.8	6
ENSMUST00000031383.13	6
ENSMUST00000031402.11	6
ENSMUST00000031420.10	4
ENSMUST00000031421.11	3
ENSMUST00000031423.9	4
ENSMUST00000031492.14	4
ENSMUST00000031508.4	4
ENSMUST00000031513.13	4
ENSMUST00000031530.8	4
ENSMUST00000031534.8	7
ENSMUST00000031565.14	6
ENSMUST00000031587.12	5
ENSMUST00000031598.10	6
ENSMUST00000031613.10	7
ENSMUST00000031617.12	6
ENSMUST00000031621.10	7
ENSMUST00000031625.14	4
ENSMUST00000031627.8	6
ENSMUST00000031695.14	6
ENSMUST00000031697.8	4
ENSMUST00000031731.13	2
ENSMUST00000031766.11	6
ENSMUST00000031779.16	4
ENSMUST00000031788.8	2
ENSMUST00000031795.7	1
ENSMUST00000031838.8	3
ENSMUST00000031841.8	7
ENSMUST00000031866.8	4
ENSMUST00000031985.12	2
ENSMUST00000032065.14	4
ENSMUST00000032078.8	7
ENSMUST00000032114.7	1
ENSMUST00000032141.13	2
ENSMUST00000032143.7	4
ENSMUST00000032165.15	5
ENSMUST00000032168.6	4
ENSMUST00000032183.5	1
ENSMUST00000032185.8	3
ENSMUST00000032196.8	4
ENSMUST00000032220.14	4
ENSMUST00000032237.7	7
ENSMUST00000032264.8	4
ENSMUST00000032272.12	2
ENSMUST00000032309.12	5
ENSMUST00000032322.14	1
ENSMUST00000032372.6	4
ENSMUST00000032373.11	2
ENSMUST00000032413.6	2
ENSMUST00000032419.8	5
ENSMUST00000032425.6	4
ENSMUST00000032440.5	4
ENSMUST00000032476.10	4
ENSMUST00000032477.5	4
ENSMUST00000032492.8	4
ENSMUST00000032508.10	5
ENSMUST00000032561.8	1
ENSMUST00000032597.11	6
ENSMUST00000032705.12	1
ENSMUST00000032715.12	6
ENSMUST00000032723.8	6
ENSMUST00000032823.4	6
ENSMUST00000032824.9	6
ENSMUST00000032825.13	1
ENSMUST00000032887.3	6
ENSMUST00000032888.9	7
ENSMUST00000032891.14	3
ENSMUST00000032898.7	3
ENSMUST00000032915.7	6
ENSMUST00000032934.11	2
ENSMUST00000032936.7	6
ENSMUST00000032969.13	5
ENSMUST00000032992.6	6
ENSMUST00000032998.12	6
ENSMUST00000033006.13	6
ENSMUST00000033008.9	6
ENSMUST00000033009.15	4
ENSMUST00000033012.7	4
ENSMUST00000033023.9	4
ENSMUST00000033025.6	6
ENSMUST00000033074.7	4
ENSMUST00000033093.8	2
ENSMUST00000033096.14	4
ENSMUST00000033098.14	2
ENSMUST00000033121.6	1
ENSMUST00000033131.11	4
ENSMUST00000033154.7	6
ENSMUST00000033156.4	4
ENSMUST00000033158.5	4
ENSMUST00000033169.8	4
ENSMUST00000033176.6	7
ENSMUST00000033184.4	4
ENSMUST00000033236.8	6
ENSMUST00000033282.4	5
ENSMUST00000033283.9	7
ENSMUST00000033313.2	4
ENSMUST00000033326.8	2
ENSMUST00000033342.6	6
ENSMUST00000033380.6	4
ENSMUST00000033407.12	4
ENSMUST00000033486.5	2
ENSMUST00000033500.4	2
ENSMUST00000033540.5	6
ENSMUST00000033570.5	7
ENSMUST00000033609.8	4
ENSMUST00000033662.8	5
ENSMUST00000033673.6	7
ENSMUST00000033683.7	6
ENSMUST00000033720.11	4
ENSMUST00000033761.12	5
ENSMUST00000033776.14	6
ENSMUST00000033784.12	1
ENSMUST00000033809.3	2
ENSMUST00000033824.6	4
ENSMUST00000033828.5	7
ENSMUST00000033839.7	2
ENSMUST00000033847.4	7
ENSMUST00000033873.7	1
ENSMUST00000033875.8	1
ENSMUST00000033880.5	2
ENSMUST00000033898.9	4
ENSMUST00000033899.13	4
ENSMUST00000033923.13	4
ENSMUST00000033929.4	4
ENSMUST00000033933.5	4
ENSMUST00000033941.5	1
ENSMUST00000033950.5	6
ENSMUST00000033952.7	2
ENSMUST00000033983.4	6
ENSMUST00000033992.8	6
ENSMUST00000033995.13	7
ENSMUST00000033999.6	7
ENSMUST00000034000.14	1
ENSMUST00000034022.3	2
ENSMUST00000034049.4	4
ENSMUST00000034074.7	5
ENSMUST00000034097.7	1
ENSMUST00000034131.8	4
ENSMUST00000034132.11	1
ENSMUST00000034138.5	7
ENSMUST00000034147.3	4
ENSMUST00000034164.4	4
ENSMUST00000034171.8	4
ENSMUST00000034190.9	6
ENSMUST00000034203.16	6
ENSMUST00000034205.4	6
ENSMUST00000034214.6	2
ENSMUST00000034215.6	3
ENSMUST00000034226.6	7
ENSMUST00000034233.13	7
ENSMUST00000034249.6	1
ENSMUST00000034264.10	4
ENSMUST00000034272.7	4
ENSMUST00000034276.12	5
ENSMUST00000034285.12	1
ENSMUST00000034296.14	4
ENSMUST00000034299.5	4
ENSMUST00000034300.6	4
ENSMUST00000034303.1	4
ENSMUST00000034325.4	1
ENSMUST00000034326.6	4
ENSMUST00000034349.9	6
ENSMUST00000034361.9	5
ENSMUST00000034377.6	4
ENSMUST00000034378.3	4
ENSMUST00000034392.11	7
ENSMUST00000034400.3	6
ENSMUST00000034411.8	7
ENSMUST00000034426.12	6
ENSMUST00000034428.7	6
ENSMUST00000034429.7	6
ENSMUST00000034432.5	6
ENSMUST00000034441.7	5
ENSMUST00000034465.7	7
ENSMUST00000034466.9	5
ENSMUST00000034467.5	4
ENSMUST00000034469.5	1
ENSMUST00000034472.14	1
ENSMUST00000034510.7	2
ENSMUST00000034524.3	4
ENSMUST00000034539.11	5
ENSMUST00000034541.11	4
ENSMUST00000034562.7	1
ENSMUST00000034600.4	4
ENSMUST00000034607.9	4
ENSMUST00000034698.7	1
ENSMUST00000034713.7	5
ENSMUST00000034717.5	2
ENSMUST00000034728.7	2
ENSMUST00000034737.12	2
ENSMUST00000034738.13	5
ENSMUST00000034740.14	2
ENSMUST00000034742.6	6
ENSMUST00000034756.14	1
ENSMUST00000034763.8	4
ENSMUST00000034775.8	1
ENSMUST00000034776.12	4
ENSMUST00000034815.7	4
ENSMUST00000034834.15	2
ENSMUST00000034848.13	6
ENSMUST00000034859.14	5
ENSMUST00000034866.8	3
ENSMUST00000034876.8	4
ENSMUST00000034878.11	1
ENSMUST00000034881.6	1
ENSMUST00000034900.7	5
ENSMUST00000034903.5	2
ENSMUST00000034904.13	7
ENSMUST00000034945.5	4
ENSMUST00000034946.14	4
ENSMUST00000034947.5	4
ENSMUST00000034964.6	5
ENSMUST00000034966.7	6
ENSMUST00000034983.6	1
ENSMUST00000034989.14	1
ENSMUST00000035007.8	4
ENSMUST00000035009.14	4
ENSMUST00000035010.8	4
ENSMUST00000035024.7	2
ENSMUST00000035033.6	4
ENSMUST00000035075.12	2
ENSMUST00000035086.12	4
ENSMUST00000035105.5	7
ENSMUST00000035112.12	4
ENSMUST00000035113.9	4
ENSMUST00000035121.13	1
ENSMUST00000035128.10	1
ENSMUST00000035157.9	4
ENSMUST00000035164.9	1
ENSMUST00000035166.11	4
ENSMUST00000035170.12	3
ENSMUST00000035220.11	4
ENSMUST00000035230.6	5
ENSMUST00000035237.11	7
ENSMUST00000035276.4	5
ENSMUST00000035295.5	1
ENSMUST00000035301.6	4
ENSMUST00000035471.7	4
ENSMUST00000035493.13	7
ENSMUST00000035579.9	7
ENSMUST00000035648.4	4
ENSMUST00000035725.6	4
ENSMUST00000035776.9	6
ENSMUST00000035785.8	2
ENSMUST00000035840.5	4
ENSMUST00000035977.8	2
ENSMUST00000035988.14	4
ENSMUST00000036004.15	5
ENSMUST00000036125.9	4
ENSMUST00000036158.6	4
ENSMUST00000036210.6	1
ENSMUST00000036226.5	7
ENSMUST00000036300.12	1
ENSMUST00000036355.12	1
ENSMUST00000036374.5	6
ENSMUST00000036380.13	1
ENSMUST00000036407.4	4
ENSMUST00000036426.12	1
ENSMUST00000036439.4	4
ENSMUST00000036493.7	4
ENSMUST00000036541.7	4
ENSMUST00000036572.3	1
ENSMUST00000036615.5	7
ENSMUST00000036691.13	2
ENSMUST00000036805.5	4
ENSMUST00000036854.3	4
ENSMUST00000036865.12	5
ENSMUST00000036884.1	6
ENSMUST00000036951.12	2
ENSMUST00000036952.4	1
ENSMUST00000036976.6	4
ENSMUST00000036996.5	7
ENSMUST00000037023.8	6
ENSMUST00000037056.8	2
ENSMUST00000037099.8	4
ENSMUST00000037246.5	1
ENSMUST00000037270.3	4
ENSMUST00000037290.11	5
ENSMUST00000037299.14	4
ENSMUST00000037324.11	5
ENSMUST00000037349.7	5
ENSMUST00000037353.9	1
ENSMUST00000037361.8	2
ENSMUST00000037401.9	2
ENSMUST00000037422.15	5
ENSMUST00000037528.9	4
ENSMUST00000037534.7	6
ENSMUST00000037565.13	5
ENSMUST00000037709.15	5
ENSMUST00000037718.9	6
ENSMUST00000037739.6	6
ENSMUST00000037748.8	6
ENSMUST00000037776.14	5
ENSMUST00000037824.4	6
ENSMUST00000037828.7	1
ENSMUST00000037850.5	4
ENSMUST00000037941.9	1
ENSMUST00000037947.14	2
ENSMUST00000038027.5	3
ENSMUST00000038039.2	3
ENSMUST00000038091.7	5
ENSMUST00000038107.7	1
ENSMUST00000038128.14	1
ENSMUST00000038169.6	2
ENSMUST00000038194.3	6
ENSMUST00000038210.11	4
ENSMUST00000038237.7	6
ENSMUST00000038341.7	5
ENSMUST00000038368.8	3
ENSMUST00000038377.7	1
ENSMUST00000038379.3	7
ENSMUST00000038388.5	4
ENSMUST00000038406.6	4
ENSMUST00000038422.6	2
ENSMUST00000038424.13	4
ENSMUST00000038446.8	4
ENSMUST00000038474.13	6
ENSMUST00000038522.9	4
ENSMUST00000038537.8	4
ENSMUST00000038570.8	2
ENSMUST00000038572.14	5
ENSMUST00000038600.3	6
ENSMUST00000038626.8	7
ENSMUST00000038627.8	4
ENSMUST00000038673.13	5
ENSMUST00000038677.3	5
ENSMUST00000038739.4	7
ENSMUST00000038753.5	4
ENSMUST00000038760.9	4
ENSMUST00000038794.4	4
ENSMUST00000038863.7	1
ENSMUST00000038893.5	5
ENSMUST00000038945.5	1
ENSMUST00000039048.1	4
ENSMUST00000039088.8	7
ENSMUST00000039135.4	4
ENSMUST00000039152.13	7
ENSMUST00000039156.6	1
ENSMUST00000039213.14	6
ENSMUST00000039373.13	7
ENSMUST00000039545.4	4
ENSMUST00000039554.6	6
ENSMUST00000039601.9	5
ENSMUST00000039608.7	4
ENSMUST00000039758.4	1
ENSMUST00000039782.13	1
ENSMUST00000039784.11	4
ENSMUST00000039855.8	4
ENSMUST00000040021.11	4
ENSMUST00000040135.8	5
ENSMUST00000040154.8	4
ENSMUST00000040218.11	7
ENSMUST00000040254.15	4
ENSMUST00000040260.10	5
ENSMUST00000040270.4	4
ENSMUST00000040284.4	4
ENSMUST00000040314.11	7
ENSMUST00000040338.8	2
ENSMUST00000040344.6	1
ENSMUST00000040416.7	4
ENSMUST00000040428.3	4
ENSMUST00000040430.7	2
ENSMUST00000040440.6	2
ENSMUST00000040445.7	4
ENSMUST00000040484.5	4
ENSMUST00000040518.4	6
ENSMUST00000040519.11	7
ENSMUST00000040583.5	4
ENSMUST00000040766.7	4
ENSMUST00000040776.4	3
ENSMUST00000040824.1	4
ENSMUST00000040853.10	2
ENSMUST00000040917.13	4
ENSMUST00000040992.7	1
ENSMUST00000041045.13	2
ENSMUST00000041047.2	1
ENSMUST00000041053.9	1
ENSMUST00000041059.11	4
ENSMUST00000041093.5	4
ENSMUST00000041111.9	5
ENSMUST00000041124.12	6
ENSMUST00000041160.12	4
ENSMUST00000041190.15	6
ENSMUST00000041197.11	1
ENSMUST00000041208.7	4
ENSMUST00000041231.13	5
ENSMUST00000041262.13	4
ENSMUST00000041314.14	2
ENSMUST00000041316.14	5
ENSMUST00000041331.2	3
ENSMUST00000041364.12	7
ENSMUST00000041366.13	5
ENSMUST00000041558.14	6
ENSMUST00000041589.5	7
ENSMUST00000041683.8	4
ENSMUST00000041804.7	5
ENSMUST00000041806.11	4
ENSMUST00000041874.8	4
ENSMUST00000041905.6	4
ENSMUST00000041954.9	7
ENSMUST00000041965.3	4
ENSMUST00000042012.5	6
ENSMUST00000042052.8	4
ENSMUST00000042096.13	1
ENSMUST00000042118.9	4
ENSMUST00000042141.11	6
ENSMUST00000042147.5	6
ENSMUST00000042148.5	1
ENSMUST00000042163.14	6
ENSMUST00000042235.14	3
ENSMUST00000042296.7	4
ENSMUST00000042334.14	6
ENSMUST00000042345.6	2
ENSMUST00000042390.4	4
ENSMUST00000042402.11	6
ENSMUST00000042405.7	6
ENSMUST00000042471.9	6
ENSMUST00000042477.12	7
ENSMUST00000042497.13	5
ENSMUST00000042498.13	4
ENSMUST00000042517.6	2
ENSMUST00000042546.2	1
ENSMUST00000042556.9	6
ENSMUST00000042575.6	5
ENSMUST00000042608.6	4
ENSMUST00000042662.8	4
ENSMUST00000042724.6	7
ENSMUST00000042818.9	2
ENSMUST00000042834.3	7
ENSMUST00000042942.9	4
ENSMUST00000042974.14	4
ENSMUST00000043050.8	4
ENSMUST00000043074.11	6
ENSMUST00000043152.5	6
ENSMUST00000043160.12	6
ENSMUST00000043269.13	4
ENSMUST00000043311.6	4
ENSMUST00000043359.8	7
ENSMUST00000043396.13	1
ENSMUST00000043493.5	7
ENSMUST00000043498.7	6
ENSMUST00000043517.7	1
ENSMUST00000043531.8	1
ENSMUST00000043552.16	4
ENSMUST00000043584.4	6
ENSMUST00000043604.5	4
ENSMUST00000043624.8	4
ENSMUST00000043627.7	4
ENSMUST00000043675.7	6
ENSMUST00000043680.8	7
ENSMUST00000043711.8	1
ENSMUST00000043757.14	6
ENSMUST00000043765.13	7
ENSMUST00000043775.7	6
ENSMUST00000043812.14	1
ENSMUST00000043814.3	5
ENSMUST00000043815.15	4
ENSMUST00000043839.4	4
ENSMUST00000043843.11	2
ENSMUST00000043848.10	5
ENSMUST00000043896.9	1
ENSMUST00000043907.13	5
ENSMUST00000043914.5	6
ENSMUST00000043937.8	4
ENSMUST00000043951.9	4
ENSMUST00000043962.8	4
ENSMUST00000043983.10	4
ENSMUST00000044011.11	1
ENSMUST00000044021.11	1
ENSMUST00000044051.4	1
ENSMUST00000044106.4	6
ENSMUST00000044113.10	1
ENSMUST00000044148.2	4
ENSMUST00000044200.10	6
ENSMUST00000044207.4	6
ENSMUST00000044250.3	4
ENSMUST00000044252.5	6
ENSMUST00000044271.14	4
ENSMUST00000044277.9	4
ENSMUST00000044355.9	4
ENSMUST00000044475.4	1
ENSMUST00000044524.15	4
ENSMUST00000044556.11	2
ENSMUST00000044608.13	5
ENSMUST00000044691.8	4
ENSMUST00000044795.7	5
ENSMUST00000044911.8	4
ENSMUST00000044923.13	7
ENSMUST00000045078.12	2
ENSMUST00000045243.14	1
ENSMUST00000045247.7	6
ENSMUST00000045301.7	2
ENSMUST00000045351.12	6
ENSMUST00000045356.7	5
ENSMUST00000045376.9	5
ENSMUST00000045454.7	4
ENSMUST00000045557.9	6
ENSMUST00000045602.8	5
ENSMUST00000045607.11	7
ENSMUST00000045621.8	5
ENSMUST00000045628.13	4
ENSMUST00000045633.5	6
ENSMUST00000045693.7	6
ENSMUST00000045730.5	6
ENSMUST00000045756.13	1
ENSMUST00000045791.9	7
ENSMUST00000045807.13	6
ENSMUST00000045855.8	4
ENSMUST00000045866.7	6
ENSMUST00000045887.8	7
ENSMUST00000045897.14	5
ENSMUST00000045905.12	2
ENSMUST00000045986.7	4
ENSMUST00000045993.14	7
ENSMUST00000046011.10	5
ENSMUST00000046094.4	6
ENSMUST00000046114.4	4
ENSMUST00000046122.10	2
ENSMUST00000046207.7	6
ENSMUST00000046212.1	1
ENSMUST00000046257.13	5
ENSMUST00000046404.6	2
ENSMUST00000046425.15	4
ENSMUST00000046463.8	6
ENSMUST00000046497.6	5
ENSMUST00000046498.2	6
ENSMUST00000046514.12	7
ENSMUST00000046518.11	2
ENSMUST00000046532.3	7
ENSMUST00000046534.14	5
ENSMUST00000046548.13	2
ENSMUST00000046575.16	4
ENSMUST00000046603.14	4
ENSMUST00000046644.5	4
ENSMUST00000046709.7	5
ENSMUST00000046717.12	2
ENSMUST00000046835.13	1
ENSMUST00000046890.11	4
ENSMUST00000046908.9	4
ENSMUST00000046951.9	5
ENSMUST00000047086.9	6
ENSMUST00000047177.3	6
ENSMUST00000047179.5	6
ENSMUST00000047203.8	4
ENSMUST00000047218.3	4
ENSMUST00000047226.8	2
ENSMUST00000047232.13	4
ENSMUST00000047281.8	1
ENSMUST00000047328.10	2
ENSMUST00000047349.6	2
ENSMUST00000047363.13	1
ENSMUST00000047404.6	4
ENSMUST00000047511.13	4
ENSMUST00000047534.11	4
ENSMUST00000047616.9	4
ENSMUST00000047629.5	6
ENSMUST00000047632.13	7
ENSMUST00000047652.5	4
ENSMUST00000047672.7	7
ENSMUST00000047721.9	6
ENSMUST00000047762.7	4
ENSMUST00000047812.7	4
ENSMUST00000047864.9	4
ENSMUST00000047903.8	1
ENSMUST00000047923.11	4
ENSMUST00000047936.12	4
ENSMUST00000047947.8	4
ENSMUST00000047951.8	2
ENSMUST00000047973.3	6
ENSMUST00000048010.7	4
ENSMUST00000048054.13	5
ENSMUST00000048116.14	4
ENSMUST00000048155.15	5
ENSMUST00000048209.15	1
ENSMUST00000048249.6	5
ENSMUST00000048260.13	4
ENSMUST00000048305.8	6
ENSMUST00000048374.5	6
ENSMUST00000048393.6	5
ENSMUST00000048418.13	5
ENSMUST00000048578.2	7
ENSMUST00000048604.6	2
ENSMUST00000048642.14	6
ENSMUST00000048657.8	4
ENSMUST00000048687.10	1
ENSMUST00000048702.5	4
ENSMUST00000048788.13	6
ENSMUST00000048860.8	6
ENSMUST00000048898.16	7
ENSMUST00000048937.4	5
ENSMUST00000049074.12	1
ENSMUST00000049167.13	5
ENSMUST00000049168.7	4
ENSMUST00000049169.5	5
ENSMUST00000049245.7	5
ENSMUST00000049257.7	7
ENSMUST00000049263.7	7
ENSMUST00000049294.3	5
ENSMUST00000049308.8	2
ENSMUST00000049323.7	5
ENSMUST00000049339.6	2
ENSMUST00000049343.14	5
ENSMUST00000049355.10	5
ENSMUST00000049385.13	5
ENSMUST00000049388.7	4
ENSMUST00000049411.11	5
ENSMUST00000049424.9	5
ENSMUST00000049460.10	1
ENSMUST00000049470.10	7
ENSMUST00000049474.8	4
ENSMUST00000049484.12	1
ENSMUST00000049527.6	4
ENSMUST00000049531.9	5
ENSMUST00000049845.5	1
ENSMUST00000049911.15	6
ENSMUST00000050063.7	6
ENSMUST00000050083.5	1
ENSMUST00000050148.3	2
ENSMUST00000050226.6	2
ENSMUST00000050273.8	1
ENSMUST00000050328.14	7
ENSMUST00000050552.14	7
ENSMUST00000050584.9	4
ENSMUST00000050705.2	5
ENSMUST00000050881.8	4
ENSMUST00000050884.13	4
ENSMUST00000050970.3	7
ENSMUST00000050993.9	7
ENSMUST00000051094.7	1
ENSMUST00000051209.10	4
ENSMUST00000051341.4	1
ENSMUST00000051364.3	1
ENSMUST00000051396.12	1
ENSMUST00000051477.12	4
ENSMUST00000051671.10	2
ENSMUST00000051674.2	7
ENSMUST00000051720.5	4
ENSMUST00000051822.12	6
ENSMUST00000051955.7	6
ENSMUST00000052120.13	7
ENSMUST00000052125.6	4
ENSMUST00000052126.5	5
ENSMUST00000052249.5	6
ENSMUST00000052281.5	6
ENSMUST00000052325.6	6
ENSMUST00000052355.13	5
ENSMUST00000052374.11	7
ENSMUST00000052499.7	5
ENSMUST00000052529.3	1
ENSMUST00000052590.7	4
ENSMUST00000052631.7	1
ENSMUST00000052678.8	4
ENSMUST00000052686.3	5
ENSMUST00000052708.6	7
ENSMUST00000052761.8	6
ENSMUST00000052832.5	4
ENSMUST00000052838.10	4
ENSMUST00000052865.15	1
ENSMUST00000052867.7	3
ENSMUST00000052882.3	6
ENSMUST00000052965.6	5
ENSMUST00000052999.12	3
ENSMUST00000053015.6	7
ENSMUST00000053024.6	7
ENSMUST00000053063.6	2
ENSMUST00000053116.6	4
ENSMUST00000053150.6	6
ENSMUST00000053183.10	4
ENSMUST00000053251.11	6
ENSMUST00000053266.10	5
ENSMUST00000053361.11	1
ENSMUST00000053575.3	6
ENSMUST00000053593.7	4
ENSMUST00000053663.9	6
ENSMUST00000053664.8	6
ENSMUST00000053686.8	4
ENSMUST00000053740.14	5
ENSMUST00000053766.12	4
ENSMUST00000053811.8	4
ENSMUST00000053819.5	6
ENSMUST00000053871.3	4
ENSMUST00000053872.11	1
ENSMUST00000054002.3	1
ENSMUST00000054098.2	7
ENSMUST00000054220.8	3
ENSMUST00000054289.12	7
ENSMUST00000054487.8	7
ENSMUST00000054534.3	1
ENSMUST00000054544.6	7
ENSMUST00000054547.8	1
ENSMUST00000054636.6	4
ENSMUST00000054674.14	7
ENSMUST00000054708.3	4
ENSMUST00000054730.8	4
ENSMUST00000054776.3	2
ENSMUST00000054908.8	2
ENSMUST00000054952.3	4
ENSMUST00000055131.12	7
ENSMUST00000055226.12	2
ENSMUST00000055241.12	6
ENSMUST00000055261.10	4
ENSMUST00000055424.12	4
ENSMUST00000055439.3	2
ENSMUST00000055506.8	4
ENSMUST00000055518.12	4
ENSMUST00000055704.11	1
ENSMUST00000055770.2	5
ENSMUST00000055808.5	1
ENSMUST00000055844.8	2
ENSMUST00000055984.6	6
ENSMUST00000056177.6	4
ENSMUST00000056228.6	4
ENSMUST00000056370.12	6
ENSMUST00000056396.5	5
ENSMUST00000056427.8	5
ENSMUST00000056495.13	7
ENSMUST00000056907.6	4
ENSMUST00000056948.9	5
ENSMUST00000057110.10	7
ENSMUST00000057115.6	4
ENSMUST00000057216.14	5
ENSMUST00000057256.3	4
ENSMUST00000057288.5	4
ENSMUST00000057486.7	3
ENSMUST00000057500.5	7
ENSMUST00000057561.7	4
ENSMUST00000057649.6	4
ENSMUST00000057669.15	3
ENSMUST00000057676.6	7
ENSMUST00000057740.6	6
ENSMUST00000057798.8	4
ENSMUST00000057829.3	6
ENSMUST00000057844.8	1
ENSMUST00000057885.12	4
ENSMUST00000058011.7	5
ENSMUST00000058030.9	7
ENSMUST00000058033.7	3
ENSMUST00000058060.13	6
ENSMUST00000058109.8	4
ENSMUST00000058125.8	6
ENSMUST00000058154.14	1
ENSMUST00000058351.15	1
ENSMUST00000058383.8	5
ENSMUST00000058393.8	4
ENSMUST00000058437.13	6
ENSMUST00000058438.8	1
ENSMUST00000058470.15	6
ENSMUST00000058488.7	1
ENSMUST00000058550.14	3
ENSMUST00000058578.7	1
ENSMUST00000058679.5	6
ENSMUST00000058735.11	7
ENSMUST00000058754.8	4
ENSMUST00000058793.12	6
ENSMUST00000058845.7	1
ENSMUST00000058884.8	4
ENSMUST00000058889.4	6
ENSMUST00000058906.6	5
ENSMUST00000058914.8	4
ENSMUST00000059080.6	6
ENSMUST00000059093.5	4
ENSMUST00000059155.10	1
ENSMUST00000059193.5	4
ENSMUST00000059270.8	6
ENSMUST00000059305.16	5
ENSMUST00000059354.14	7
ENSMUST00000059462.11	7
ENSMUST00000059472.9	7
ENSMUST00000059498.11	7
ENSMUST00000059515.6	4
ENSMUST00000059524.5	5
ENSMUST00000059580.10	4
ENSMUST00000059619.1	4
ENSMUST00000059662.7	4
ENSMUST00000059672.7	4
ENSMUST00000059680.5	4
ENSMUST00000059775.14	2
ENSMUST00000059787.14	6
ENSMUST00000059844.12	1
ENSMUST00000059899.2	4
ENSMUST00000059914.12	4
ENSMUST00000059983.9	4
ENSMUST00000060077.5	4
ENSMUST00000060101.9	4
ENSMUST00000060232.7	4
ENSMUST00000060311.11	4
ENSMUST00000060336.4	2
ENSMUST00000060366.6	1
ENSMUST00000060404.4	4
