label	variable	group	Pseudotime	value	sd
RamDA_12h_B10	cluster_5	12h	0.405196508620774	0.928994386341771	0.320008093693885
RamDA_12h_B10	cluster_6	12h	0.405196508620774	0.859104867468152	0.504396879350323
RamDA_12h_B10	cluster_7	12h	0.405196508620774	0.963123280379031	0.661929558958831
RamDA_12h_B11	cluster_1	12h	0.446081073991988	-0.761089700443775	0.407240356236272
RamDA_12h_B11	cluster_2	12h	0.446081073991988	0.146670387977609	0.493841638495593
RamDA_12h_B11	cluster_3	12h	0.446081073991988	-1.09363517977524	0.556659823926612
RamDA_12h_B11	cluster_4	12h	0.446081073991988	-0.383449305746246	0.530619136493534
RamDA_12h_B11	cluster_5	12h	0.446081073991988	0.880286928694926	0.313773387379116
RamDA_12h_B11	cluster_6	12h	0.446081073991988	0.876422076507191	0.477472703959226
RamDA_12h_B11	cluster_7	12h	0.446081073991988	1.03281157296349	0.59733094651256
RamDA_12h_B12	cluster_1	12h	0.369620767641598	-0.776496847905934	0.412989276141724
RamDA_12h_B12	cluster_2	12h	0.369620767641598	0.394653068153643	0.472031927949881
RamDA_12h_B12	cluster_3	12h	0.369620767641598	-1.11246612811821	0.524433064355581
RamDA_12h_B12	cluster_4	12h	0.369620767641598	-0.586209644072516	0.497291644905596
RamDA_12h_B12	cluster_5	12h	0.369620767641598	0.957950059107991	0.303440787224934
RamDA_12h_B12	cluster_6	12h	0.369620767641598	0.824537409698187	0.505545849610487
RamDA_12h_B12	cluster_7	12h	0.369620767641598	0.84779995454785	0.682349355563301
RamDA_12h_C02	cluster_1	12h	0.40662128538104	-0.76912759098156	0.416973410884484
RamDA_12h_C02	cluster_2	12h	0.40662128538104	0.266664644309432	0.491401404692578
RamDA_12h_C02	cluster_3	12h	0.40662128538104	-1.13033832165963	0.549730051916402
RamDA_12h_C02	cluster_4	12h	0.40662128538104	-0.481591368379898	0.526411201842312
RamDA_12h_C02	cluster_5	12h	0.40662128538104	0.927572665907529	0.320234907313629
RamDA_12h_C02	cluster_6	12h	0.40662128538104	0.86010419143656	0.503890016733314
RamDA_12h_C02	cluster_7	12h	0.40662128538104	0.966656789438556	0.660357399128676
RamDA_12h_C03	cluster_1	12h	0.139868085926498	-0.828153524158005	0.517613780690799
RamDA_12h_C03	cluster_2	12h	0.139868085926498	1.36950939541054	0.137479627585079
RamDA_12h_C03	cluster_3	12h	0.139868085926498	-0.232384287420617	0.732881597767659
RamDA_12h_C03	cluster_4	12h	0.139868085926498	-1.34695744359606	0.183203656981007
RamDA_12h_C03	cluster_5	12h	0.139868085926498	0.99777676319304	0.230511311396531
RamDA_12h_C03	cluster_6	12h	0.139868085926498	0.376081636097545	0.355466713734333
RamDA_12h_C03	cluster_7	12h	0.139868085926498	-0.587586102515291	0.419881760432936
RamDA_12h_C04	cluster_1	12h	0.491132760254961	-0.749894899378395	0.38234690535047
RamDA_12h_C04	cluster_2	12h	0.491132760254961	0.0313247536755042	0.479400304093137
RamDA_12h_C04	cluster_3	12h	0.491132760254961	-0.984893932197663	0.538546217970615
RamDA_12h_C04	cluster_4	12h	0.491132760254961	-0.284464785634355	0.510346752938202
RamDA_12h_C04	cluster_5	12h	0.491132760254961	0.809627182549125	0.283604233779918
RamDA_12h_C04	cluster_6	12h	0.491132760254961	0.871920522910203	0.42950506184165
RamDA_12h_C04	cluster_7	12h	0.491132760254961	1.04422454094618	0.501624621118351
RamDA_12h_C05	cluster_1	12h	0.334429327334594	-0.783969119811276	0.401699475644511
RamDA_12h_C05	cluster_2	12h	0.334429327334594	0.528508937336337	0.437909228299998
RamDA_12h_C05	cluster_3	12h	0.334429327334594	-1.0510683485794	0.494384778780859
RamDA_12h_C05	cluster_4	12h	0.334429327334594	-0.696643627441807	0.447677494980806
RamDA_12h_C05	cluster_5	12h	0.334429327334594	0.975219152280232	0.269035349805907
RamDA_12h_C05	cluster_6	12h	0.334429327334594	0.773363227380759	0.486378889652887
RamDA_12h_C05	cluster_7	12h	0.334429327334594	0.685229810553857	0.668521449676232
RamDA_12h_C07	cluster_1	12h	0.610935949630087	-0.692442093213326	0.340349099323125
RamDA_12h_C07	cluster_2	12h	0.610935949630087	-0.175607225940017	0.421598020100303
RamDA_12h_C07	cluster_3	12h	0.610935949630087	-0.443444988560686	0.473943497601911
RamDA_12h_C07	cluster_4	12h	0.610935949630087	-0.0362714943839847	0.437853060725634
RamDA_12h_C07	cluster_5	12h	0.610935949630087	0.577101415024051	0.235347652974198
RamDA_12h_C07	cluster_6	12h	0.610935949630087	0.807309225018984	0.39226969617236
RamDA_12h_C07	cluster_7	12h	0.610935949630087	0.928992165207047	0.4740408333184
RamDA_12h_C09	cluster_1	12h	0.387297449425094	-0.772937533914713	0.416346135564659
RamDA_12h_C09	cluster_2	12h	0.387297449425094	0.331733699293327	0.48346332382778
RamDA_12h_C09	cluster_3	12h	0.387297449425094	-1.12726081396601	0.538284042923878
RamDA_12h_C09	cluster_4	12h	0.387297449425094	-0.53465383684145	0.514366952554283
RamDA_12h_C09	cluster_5	12h	0.387297449425094	0.945119327670922	0.314260286768512
RamDA_12h_C09	cluster_6	12h	0.387297449425094	0.844011699445577	0.507751452928006
RamDA_12h_C09	cluster_7	12h	0.387297449425094	0.911597705553106	0.676778576104103
RamDA_12h_C10	cluster_1	12h	0.366725811153238	-0.777090653033343	0.412234186255391
RamDA_12h_C10	cluster_2	12h	0.366725811153238	0.405249586771998	0.469783342662173
RamDA_12h_C10	cluster_3	12h	0.366725811153238	-1.10898292638899	0.521967198496764
RamDA_12h_C10	cluster_4	12h	0.366725811153238	-0.594918937702846	0.493961224145093
RamDA_12h_C10	cluster_5	12h	0.366725811153238	0.959770217361608	0.30121116527886
RamDA_12h_C10	cluster_6	12h	0.366725811153238	0.820929166561744	0.504676978189192
RamDA_12h_C10	cluster_7	12h	0.366725811153238	0.836159449321617	0.682415006462369
RamDA_12h_C11	cluster_1	12h	0.340729731820884	-0.78258921837995	0.403895628159225
RamDA_12h_C11	cluster_2	12h	0.340729731820884	0.503781407755798	0.445063333493915
RamDA_12h_C11	cluster_3	12h	0.340729731820884	-1.0650058721499	0.499454269997307
RamDA_12h_C11	cluster_4	12h	0.340729731820884	-0.676192088722058	0.457915798833547
RamDA_12h_C11	cluster_5	12h	0.340729731820884	0.972858273875266	0.276223038359124
RamDA_12h_C11	cluster_6	12h	0.340729731820884	0.783630936109712	0.491077092594367
RamDA_12h_C11	cluster_7	12h	0.340729731820884	0.717544630368542	0.673177419441285
RamDA_12h_C12	cluster_1	12h	0.233109557768519	-0.807860049225626	0.406760790000569
RamDA_12h_C12	cluster_2	12h	0.233109557768519	0.956989997591063	0.278577819876383
RamDA_12h_C12	cluster_3	12h	0.233109557768519	-0.690187418225892	0.518567820868911
RamDA_12h_C12	cluster_4	12h	0.233109557768519	-1.04550091625133	0.247562395054588
RamDA_12h_C12	cluster_5	12h	0.233109557768519	0.987173944375427	0.16175554209218
RamDA_12h_C12	cluster_6	12h	0.233109557768519	0.567778516002289	0.38159894169119
RamDA_12h_C12	cluster_7	12h	0.233109557768519	0.0403160077143148	0.527140765334968
RamDA_12h_D02	cluster_1	12h	0.45274714705519	-0.759620314558967	0.404265176837577
RamDA_12h_D02	cluster_2	12h	0.45274714705519	0.128151985087234	0.492665878693401
RamDA_12h_D02	cluster_3	12h	0.45274714705519	-1.08186059622901	0.555552169485426
RamDA_12h_D02	cluster_4	12h	0.45274714705519	-0.368063401228957	0.528986058061455
RamDA_12h_D02	cluster_5	12h	0.45274714705519	0.870861416508836	0.310509309416001
RamDA_12h_D02	cluster_6	12h	0.45274714705519	0.877151385951016	0.471076389234468
RamDA_12h_D02	cluster_7	12h	0.45274714705519	1.03835403408076	0.583796347316884
RamDA_12h_D04	cluster_1	12h	0.393192428698413	-0.771770354441073	0.416903596626533
RamDA_12h_D04	cluster_2	12h	0.393192428698413	0.31146041496364	0.486387656205633
RamDA_12h_D04	cluster_3	12h	0.393192428698413	-1.12966739337342	0.542258598750644
RamDA_12h_D04	cluster_4	12h	0.393192428698413	-0.51809868185902	0.518779518098259
RamDA_12h_D04	cluster_5	12h	0.393192428698413	0.940162654885491	0.31674528866006
RamDA_12h_D04	cluster_6	12h	0.393192428698413	0.849502316665998	0.507269475049393
RamDA_12h_D04	cluster_7	12h	0.393192428698413	0.930030820631984	0.672906552854865
RamDA_12h_D05	cluster_1	12h	0.316342071441079	-0.788030929369721	0.39584154118515
RamDA_12h_D05	cluster_2	12h	0.316342071441079	0.60111576811669	0.415087641000143
RamDA_12h_D05	cluster_3	12h	0.316342071441079	-1.00449546327014	0.482245027008201
RamDA_12h_D05	cluster_4	12h	0.316342071441079	-0.756716440767096	0.415615514977585
RamDA_12h_D05	cluster_5	12h	0.316342071441079	0.980483084473258	0.246752849639125
RamDA_12h_D05	cluster_6	12h	0.316342071441079	0.741571266352645	0.470472723959945
RamDA_12h_D05	cluster_7	12h	0.316342071441079	0.585615244395664	0.650816177134665
RamDA_12h_D07	cluster_1	12h	0.229507951533923	-0.808720804581972	0.409258572231183
RamDA_12h_D07	cluster_2	12h	0.229507951533923	0.972875960150173	0.271994599673425
RamDA_12h_D07	cluster_3	12h	0.229507951533923	-0.67382212747985	0.524091884087045
RamDA_12h_D07	cluster_4	12h	0.229507951533923	-1.05794698165922	0.24082551607247
RamDA_12h_D07	cluster_5	12h	0.229507951533923	0.987226866025838	0.160830398288425
RamDA_12h_D07	cluster_6	12h	0.229507951533923	0.559857963270875	0.378296635227999
RamDA_12h_D07	cluster_7	12h	0.229507951533923	0.0151437371002314	0.521533342881432
RamDA_12h_D08	cluster_1	12h	0.402766537651261	-0.769885459288731	0.417129583692813
RamDA_12h_D08	cluster_2	12h	0.402766537651261	0.27932293168667	0.490194175963246
RamDA_12h_D08	cluster_3	12h	0.402766537651261	-1.13083294645301	0.547827725518753
RamDA_12h_D08	cluster_4	12h	0.402766537651261	-0.491900133838806	0.524562871159821
RamDA_12h_D08	cluster_5	12h	0.402766537651261	0.931372033974052	0.319542823257454
RamDA_12h_D08	cluster_6	12h	0.402766537651261	0.857331896886125	0.505180968474825
RamDA_12h_D08	cluster_7	12h	0.402766537651261	0.956904432381669	0.664480966983703
RamDA_12h_D09	cluster_1	12h	0.31234741298043	-0.788946811927945	0.394733052211481
RamDA_12h_D09	cluster_2	12h	0.31234741298043	0.617449706751715	0.409621497378597
RamDA_12h_D09	cluster_3	12h	0.31234741298043	-0.99296446524844	0.480221060072998
RamDA_12h_D09	cluster_4	12h	0.31234741298043	-0.770220795479309	0.408075886729859
RamDA_12h_D09	cluster_5	12h	0.31234741298043	0.98137306251125	0.241610413714145
RamDA_12h_D09	cluster_6	12h	0.31234741298043	0.734130383740568	0.466555509492441
RamDA_12h_D09	cluster_7	12h	0.31234741298043	0.562358902082325	0.64615171290399
RamDA_12h_D10	cluster_1	12h	0.358338339332702	-0.77883127585991	0.409795279659177
RamDA_12h_D10	cluster_2	12h	0.358338339332702	0.43639156051093	0.462684422187651
RamDA_12h_D10	cluster_3	12h	0.358338339332702	-1.09725505891218	0.514666694432274
RamDA_12h_D10	cluster_4	12h	0.358338339332702	-0.620555070062438	0.48350396057233
RamDA_12h_D10	cluster_5	12h	0.358338339332702	0.964617548161208	0.294079980178993
RamDA_12h_D10	cluster_6	12h	0.358338339332702	0.809836345598444	0.50139325855074
RamDA_12h_D10	cluster_7	12h	0.358338339332702	0.800604423091912	0.681314913961299
RamDA_12h_D11	cluster_1	12h	0.419324843050398	-0.766616824466372	0.415431745214614
RamDA_12h_D11	cluster_2	12h	0.419324843050398	0.226113770381781	0.494096252797341
RamDA_12h_D11	cluster_3	12h	0.419324843050398	-1.12478494004466	0.554499605717252
RamDA_12h_D11	cluster_4	12h	0.419324843050398	-0.448569486599776	0.530598476703885
RamDA_12h_D11	cluster_5	12h	0.419324843050398	0.91399832034114	0.320774450010181
RamDA_12h_D11	cluster_6	12h	0.419324843050398	0.867713085921783	0.497877961345522
RamDA_12h_D11	cluster_7	12h	0.419324843050398	0.994520178645979	0.643946371390083
RamDA_12h_D12	cluster_1	12h	0.386829629680214	-0.773030490565856	0.416288868253591
RamDA_12h_D12	cluster_2	12h	0.386829629680214	0.333358133158854	0.483212186272426
RamDA_12h_D12	cluster_3	12h	0.386829629680214	-1.127015064757	0.537952512454873
RamDA_12h_D12	cluster_4	12h	0.386829629680214	-0.53598147379796	0.513988985831022
RamDA_12h_D12	cluster_5	12h	0.386829629680214	0.945497921834353	0.314038429254
RamDA_12h_D12	cluster_6	12h	0.386829629680214	0.843554191296027	0.507763358544623
RamDA_12h_D12	cluster_7	12h	0.386829629680214	0.910073383091926	0.677042504817055
RamDA_12h_E01	cluster_1	12h	0.339926532570422	-0.782764087855967	0.403615197144834
RamDA_12h_E01	cluster_2	12h	0.339926532570422	0.50691651466639	0.444175395643607
RamDA_12h_E01	cluster_3	12h	0.339926532570422	-1.06329746339666	0.498791309076701
RamDA_12h_E01	cluster_4	12h	0.339926532570422	-0.678784297369157	0.456640314286247
RamDA_12h_E01	cluster_5	12h	0.339926532570422	0.973175625053799	0.275327389425161
RamDA_12h_E01	cluster_6	12h	0.339926532570422	0.782346909027985	0.490505534278237
RamDA_12h_E01	cluster_7	12h	0.339926532570422	0.713498086090824	0.672631898534206
RamDA_12h_E02	cluster_1	12h	0.441647044268497	-0.762042058791366	0.409028525185499
RamDA_12h_E02	cluster_2	12h	0.441647044268497	0.159270631190706	0.494394214838183
RamDA_12h_E02	cluster_3	12h	0.441647044268497	-1.1005924969861	0.55704134765016
RamDA_12h_E02	cluster_4	12h	0.441647044268497	-0.393857280404293	0.53136962029407
RamDA_12h_E02	cluster_5	12h	0.441647044268497	0.88633637818816	0.315633950535414
RamDA_12h_E02	cluster_6	12h	0.441647044268497	0.875631201760761	0.481477004031639
RamDA_12h_E02	cluster_7	12h	0.441647044268497	1.02827815604481	0.605986235116818
RamDA_12h_E05	cluster_1	12h	0.426153205991493	-0.765247650687607	0.413957387853546
RamDA_12h_E05	cluster_2	12h	0.426153205991493	0.205065487031932	0.494761919628871
RamDA_12h_E05	cluster_3	12h	0.426153205991493	-1.11932255657079	0.556073926535328
RamDA_12h_E05	cluster_4	12h	0.426153205991493	-0.43140267671421	0.531686109549351
RamDA_12h_E05	cluster_5	12h	0.426153205991493	0.906042574715496	0.319992533554023
RamDA_12h_E05	cluster_6	12h	0.426153205991493	0.870854212937945	0.49359456788905
RamDA_12h_E05	cluster_7	12h	0.426153205991493	1.00684773361503	0.633460218766642
RamDA_12h_E07	cluster_1	12h	0.507977566853395	-0.744686886352994	0.371675672726017
RamDA_12h_E07	cluster_2	12h	0.507977566853395	-0.00603772770242239	0.471194536249311
RamDA_12h_E07	cluster_3	12h	0.507977566853395	-0.927925105779591	0.527069545718413
RamDA_12h_E07	cluster_4	12h	0.507977566853395	-0.249674086001397	0.499018163649808
RamDA_12h_E07	cluster_5	12h	0.507977566853395	0.779606534102831	0.269674984918071
RamDA_12h_E07	cluster_6	12h	0.507977566853395	0.865528968574507	0.411782343900714
RamDA_12h_E07	cluster_7	12h	0.507977566853395	1.03551594993233	0.469512671012805
RamDA_12h_E08	cluster_1	12h	0.388174999078344	-0.772763307490104	0.4164484838761
RamDA_12h_E08	cluster_2	12h	0.388174999078344	0.328692676110654	0.483926845200831
RamDA_12h_E08	cluster_3	12h	0.388174999078344	-1.12770012992301	0.538899778930867
RamDA_12h_E08	cluster_4	12h	0.388174999078344	-0.532168898497608	0.51506494499471
RamDA_12h_E08	cluster_5	12h	0.388174999078344	0.94440331376159	0.314666719971954
RamDA_12h_E08	cluster_6	12h	0.388174999078344	0.844861285714927	0.507718674596992
RamDA_12h_E08	cluster_7	12h	0.388174999078344	0.914432714258987	0.676266273787976
RamDA_12h_E09	cluster_1	12h	0.377665168865184	-0.774863982589241	0.414805238428247
RamDA_12h_E09	cluster_2	12h	0.377665168865184	0.365632551497443	0.477727259139664
RamDA_12h_E09	cluster_3	12h	0.377665168865184	-1.12059219617681	0.531038866408588
RamDA_12h_E09	cluster_4	12h	0.377665168865184	-0.562396332445266	0.505767487101639
RamDA_12h_E09	cluster_5	12h	0.377665168865184	0.952482522944449	0.308975038253271
RamDA_12h_E09	cluster_6	12h	0.377665168865184	0.833952132794968	0.507220127016026
RamDA_12h_E09	cluster_7	12h	0.377665168865184	0.878401725065367	0.680928806250251
RamDA_12h_E10	cluster_1	12h	0.33976474811262	-0.782799348080949	0.403558695845069
RamDA_12h_E10	cluster_2	12h	0.33976474811262	0.507548622003204	0.443995681523829
RamDA_12h_E10	cluster_3	12h	0.33976474811262	-1.06295090760346	0.498658301910308
RamDA_12h_E10	cluster_4	12h	0.33976474811262	-0.679306975243837	0.456382325780988
RamDA_12h_E10	cluster_5	12h	0.33976474811262	0.973238959058579	0.275146221871576
RamDA_12h_E10	cluster_6	12h	0.33976474811262	0.782087378606126	0.490389415808356
RamDA_12h_E10	cluster_7	12h	0.33976474811262	0.712680392636792	0.672520283379188
RamDA_12h_E11	cluster_1	12h	0.468925209141951	-0.755821306127304	0.395820189842679
RamDA_12h_E11	cluster_2	12h	0.468925209141951	0.0853212822291896	0.488268351072218
RamDA_12h_E11	cluster_3	12h	0.468925209141951	-1.04688618213184	0.550382938981036
RamDA_12h_E11	cluster_4	12h	0.468925209141951	-0.331901965019163	0.522793305097748
RamDA_12h_E11	cluster_5	12h	0.468925209141951	0.846419524137078	0.300562159217003
RamDA_12h_E11	cluster_6	12h	0.468925209141951	0.876772700268884	0.45412552072993
RamDA_12h_E11	cluster_7	12h	0.468925209141951	1.04586501171816	0.549219493380514
RamDA_12h_E12	cluster_1	12h	0.269667946350798	-0.799042970778963	0.391547631531998
RamDA_12h_E12	cluster_2	12h	0.269667946350798	0.797385345877263	0.343339905056337
RamDA_12h_E12	cluster_3	12h	0.269667946350798	-0.845289016235816	0.480669097690887
RamDA_12h_E12	cluster_4	12h	0.269667946350798	-0.917888752406615	0.321472392922392
RamDA_12h_E12	cluster_5	12h	0.269667946350798	0.986364787309922	0.188561879141114
RamDA_12h_E12	cluster_6	12h	0.269667946350798	0.64756827749203	0.419988881364589
RamDA_12h_E12	cluster_7	12h	0.269667946350798	0.291838701338231	0.585284576873914
RamDA_12h_F01	cluster_1	12h	0.51306477704007	-0.742971725029051	0.368519544475408
RamDA_12h_F01	cluster_2	12h	0.51306477704007	-0.0167312505207982	0.468560751151381
RamDA_12h_F01	cluster_3	12h	0.51306477704007	-0.909162314172271	0.523362234767704
RamDA_12h_F01	cluster_4	12h	0.51306477704007	-0.23930034329787	0.495430640880613
RamDA_12h_F01	cluster_5	12h	0.51306477704007	0.770238152467795	0.265509214974906
RamDA_12h_F01	cluster_6	12h	0.51306477704007	0.863228230384341	0.406869639045445
RamDA_12h_F01	cluster_7	12h	0.51306477704007	1.03186627162951	0.46107323851453
RamDA_12h_F02	cluster_1	12h	0.442670976855789	-0.761823757154312	0.408629735251968
RamDA_12h_F02	cluster_2	12h	0.442670976855789	0.156340872273386	0.49428346101707
RamDA_12h_F02	cluster_3	12h	0.442670976855789	-1.09904840311385	0.556978892267839
RamDA_12h_F02	cluster_4	12h	0.442670976855789	-0.391441077008981	0.53122105995679
RamDA_12h_F02	cluster_5	12h	0.442670976855789	0.884955268110648	0.315227259485373
RamDA_12h_F02	cluster_6	12h	0.442670976855789	0.875835978834628	0.480571479729709
RamDA_12h_F02	cluster_7	12h	0.442670976855789	1.02938641237356	0.604014896573432
RamDA_12h_F03	cluster_1	12h	0.362298252090618	-0.778005652595014	0.410989347849595
RamDA_12h_F03	cluster_2	12h	0.362298252090618	0.42160817940399	0.466143329953314
RamDA_12h_F03	cluster_3	12h	0.362298252090618	-1.1030926065701	0.518134352063948
RamDA_12h_F03	cluster_4	12h	0.362298252090618	-0.608378147920292	0.488588461087469
RamDA_12h_F03	cluster_5	12h	0.362298252090618	0.962406859904224	0.297568046626957
RamDA_12h_F03	cluster_6	12h	0.362298252090618	0.815190364417177	0.503083171146062
RamDA_12h_F03	cluster_7	12h	0.362298252090618	0.817725968008487	0.682069935208629
RamDA_12h_F06	cluster_1	12h	0.266371245040878	-0.799838124231206	0.392167616599148
RamDA_12h_F06	cluster_2	12h	0.266371245040878	0.81161962074632	0.337726566638539
RamDA_12h_F06	cluster_3	12h	0.266371245040878	-0.832239293068301	0.482646292580484
RamDA_12h_F06	cluster_4	12h	0.266371245040878	-0.929432723189406	0.314594145537601
RamDA_12h_F06	cluster_5	12h	0.266371245040878	0.986505127167931	0.185087963194528
RamDA_12h_F06	cluster_6	12h	0.266371245040878	0.640490731626854	0.416297872225425
RamDA_12h_F06	cluster_7	12h	0.266371245040878	0.269651041587702	0.580077837530608
RamDA_12h_F07	cluster_1	12h	0.325311559780244	-0.78599864176028	0.398615026131812
RamDA_12h_F07	cluster_2	12h	0.325311559780244	0.564822576782999	0.426812956339284
RamDA_12h_F07	cluster_3	12h	0.325311559780244	-1.02877399227171	0.487728066945397
RamDA_12h_F07	cluster_4	12h	0.325311559780244	-0.726691504494103	0.431972758752989
RamDA_12h_F07	cluster_5	12h	0.325311559780244	0.978138294472731	0.258055692892398
RamDA_12h_F07	cluster_6	12h	0.325311559780244	0.757744496512786	0.478769632075335
RamDA_12h_F07	cluster_7	12h	0.325311559780244	0.636227094872955	0.660343944907245
RamDA_12h_F10	cluster_1	12h	0.31133651413781	-0.789179593807339	0.394467547570611
RamDA_12h_F10	cluster_2	12h	0.31133651413781	0.621599143313781	0.40821527038119
RamDA_12h_F10	cluster_3	12h	0.31133651413781	-0.989978154634913	0.479754281016164
RamDA_12h_F10	cluster_4	12h	0.31133651413781	-0.773650151881109	0.40614523534
RamDA_12h_F10	cluster_5	12h	0.31133651413781	0.981584079707256	0.240301851449981
RamDA_12h_F10	cluster_6	12h	0.31133651413781	0.732225395556418	0.465544852005088
RamDA_12h_F10	cluster_7	12h	0.31133651413781	0.556406962314394	0.644933432488394
RamDA_12h_F11	cluster_1	12h	0.468051021485636	-0.756036350184572	0.396314056096516
RamDA_12h_F11	cluster_2	12h	0.468051021485636	0.0875596479189891	0.488556385655562
RamDA_12h_F11	cluster_3	12h	0.468051021485636	-1.04900210422215	0.550745388319023
RamDA_12h_F11	cluster_4	12h	0.468051021485636	-0.333817160746142	0.523199666568771
RamDA_12h_F11	cluster_5	12h	0.468051021485636	0.847794247274737	0.301163142678809
RamDA_12h_F11	cluster_6	12h	0.468051021485636	0.876866336328003	0.455078946005678
RamDA_12h_F11	cluster_7	12h	0.468051021485636	1.04566119752435	0.551122587187193
RamDA_12h_F12	cluster_1	12h	0.396433184099664	-0.771131330225771	0.417076379686526
RamDA_12h_F12	cluster_2	12h	0.396433184099664	0.300471802072724	0.487806171961716
RamDA_12h_F12	cluster_3	12h	0.396433184099664	-1.13044324399124	0.544272653081561
RamDA_12h_F12	cluster_4	12h	0.396433184099664	-0.509135356307509	0.520928507086487
RamDA_12h_F12	cluster_5	12h	0.396433184099664	0.937290058520595	0.317864438746654
RamDA_12h_F12	cluster_6	12h	0.396433184099664	0.852303452300327	0.506742679212064
RamDA_12h_F12	cluster_7	12h	0.396433184099664	0.939551729735365	0.670348426531475
RamDA_12h_G01	cluster_1	12h	0.447111049986579	-0.76086575534335	0.406802597271204
RamDA_12h_G01	cluster_2	12h	0.447111049986579	0.143775792780196	0.493686515976986
RamDA_12h_G01	cluster_3	12h	0.447111049986579	-1.09191860440544	0.556530142459199
RamDA_12h_G01	cluster_4	12h	0.447111049986579	-0.381051892913695	0.530405561870259
RamDA_12h_G01	cluster_5	12h	0.447111049986579	0.878856309779929	0.313304825327818
RamDA_12h_G01	cluster_6	12h	0.447111049986579	0.876570407127644	0.476512625344948
RamDA_12h_G01	cluster_7	12h	0.447111049986579	1.03376661120923	0.5952781637859
RamDA_12h_G03	cluster_1	12h	0.253962534308987	-0.802836743808088	0.39581755886422
RamDA_12h_G03	cluster_2	12h	0.253962534308987	0.865515450504535	0.316127923204695
RamDA_12h_G03	cluster_3	12h	0.253962534308987	-0.781339216317608	0.49271085671609
RamDA_12h_G03	cluster_4	12h	0.253962534308987	-0.972880735074867	0.288899439000611
RamDA_12h_G03	cluster_5	12h	0.253962534308987	0.986864490720983	0.173613937517463
RamDA_12h_G03	cluster_6	12h	0.253962534308987	0.613567157715358	0.402675837666417
RamDA_12h_G03	cluster_7	12h	0.253962534308987	0.185057978145267	0.56027971997064
RamDA_12h_G05	cluster_1	12h	0.360376767930649	-0.778405401709016	0.410418671433285
RamDA_12h_G05	cluster_2	12h	0.360376767930649	0.428763807609713	0.464488744209769
RamDA_12h_G05	cluster_3	12h	0.360376767930649	-1.10032665548706	0.516454805300087
RamDA_12h_G05	cluster_4	12h	0.360376767930649	-0.614270611944044	0.486153730620603
RamDA_12h_G05	cluster_5	12h	0.360376767930649	0.963496724707698	0.295901970596461
RamDA_12h_G05	cluster_6	12h	0.360376767930649	0.812618208322321	0.502293853417659
RamDA_12h_G05	cluster_7	12h	0.360376767930649	0.809492131709591	0.681755493398819
RamDA_12h_G06	cluster_1	12h	0.461930113739589	-0.757509017668141	0.399661367347932
RamDA_12h_G06	cluster_2	12h	0.461930113739589	0.103474854819639	0.49041922846038
RamDA_12h_G06	cluster_3	12h	0.461930113739589	-1.06310162152617	0.553026822799007
RamDA_12h_G06	cluster_4	12h	0.461930113739589	-0.347345935161363	0.525827539050117
RamDA_12h_G06	cluster_5	12h	0.461930113739589	0.857250752281221	0.305181652594253
RamDA_12h_G06	cluster_6	12h	0.461930113739589	0.877294072292903	0.461654331194138
RamDA_12h_G06	cluster_7	12h	0.461930113739589	1.0436052156613	0.564375419575294
RamDA_12h_G07	cluster_1	12h	0.47729065082031	-0.753698431252447	0.390925171883637
RamDA_12h_G07	cluster_2	12h	0.47729065082031	0.0643366380067001	0.485257206900332
RamDA_12h_G07	cluster_3	12h	0.47729065082031	-1.02537123817183	0.546484937670976
RamDA_12h_G07	cluster_4	12h	0.47729065082031	-0.313773032149392	0.518550038902902
RamDA_12h_G07	cluster_5	12h	0.47729065082031	0.832971069917144	0.294513493837167
RamDA_12h_G07	cluster_6	12h	0.47729065082031	0.875485160863349	0.444883038957064
RamDA_12h_G07	cluster_7	12h	0.47729065082031	1.04673569391277	0.531002319595572
RamDA_12h_G08	cluster_1	12h	0.393716581669847	-0.771666895249468	0.416938093987157
RamDA_12h_G08	cluster_2	12h	0.393716581669847	0.30967555316436	0.486626159691871
RamDA_12h_G08	cluster_3	12h	0.393716581669847	-1.12981926631009	0.542592897975982
RamDA_12h_G08	cluster_4	12h	0.393716581669847	-0.516642339308992	0.519140408542608
RamDA_12h_G08	cluster_5	12h	0.393716581669847	0.939705173710256	0.316938224256463
RamDA_12h_G08	cluster_6	12h	0.393716581669847	0.849965836908534	0.507196847620134
RamDA_12h_G08	cluster_7	12h	0.393716581669847	0.931600201262653	0.672513389574482
RamDA_12h_G09	cluster_1	12h	0.415571835384659	-0.767362181840282	0.416051197354252
RamDA_12h_G09	cluster_2	12h	0.415571835384659	0.237906135238569	0.493501184955904
RamDA_12h_G09	cluster_3	12h	0.415571835384659	-1.12705124534676	0.553336523865253
RamDA_12h_G09	cluster_4	12h	0.415571835384659	-0.458175692449925	0.529660083930742
RamDA_12h_G09	cluster_5	12h	0.415571835384659	0.918175869076697	0.320889455754308
RamDA_12h_G09	cluster_6	12h	0.415571835384659	0.865706779660625	0.499927063435482
RamDA_12h_G09	cluster_7	12h	0.415571835384659	0.986963875720261	0.649229773426293
RamDA_12h_G12	cluster_1	12h	0.256828150759466	-0.802143941600427	0.394786928617707
RamDA_12h_G12	cluster_2	12h	0.256828150759466	0.85302763559471	0.321176365031932
RamDA_12h_G12	cluster_3	12h	0.256828150759466	-0.793333631094173	0.490021874915502
