label	variable	group	Pseudotime	value	sd
RamDA_24h_G03	cluster_2	24h	0.779224932828004	-0.316268337741842	0.382206014488168
RamDA_24h_G03	cluster_3	24h	0.779224932828004	0.454430484626748	0.578827939967457
RamDA_24h_G03	cluster_4	24h	0.779224932828004	0.412415417387189	0.402112252679338
RamDA_24h_G03	cluster_5	24h	0.779224932828004	0.304073068395746	0.298949122428909
RamDA_24h_G03	cluster_6	24h	0.779224932828004	0.816280668136109	0.443998583096004
RamDA_24h_G03	cluster_7	24h	0.779224932828004	1.03357248012411	0.532660800865477
RamDA_24h_G04	cluster_1	24h	0.874563235765924	-0.34596204584036	0.438396910622346
RamDA_24h_G04	cluster_2	24h	0.874563235765924	-0.376196220338881	0.382101100056486
RamDA_24h_G04	cluster_3	24h	0.874563235765924	0.807852662484078	0.638167497960215
RamDA_24h_G04	cluster_4	24h	0.874563235765924	0.656491399534234	0.416143383619616
RamDA_24h_G04	cluster_5	24h	0.874563235765924	0.195810623219297	0.304718146057231
RamDA_24h_G04	cluster_6	24h	0.874563235765924	0.857099220034055	0.414838216304248
RamDA_24h_G04	cluster_7	24h	0.874563235765924	1.20514213996485	0.503182072429615
RamDA_24h_G05	cluster_1	24h	0.73527085766778	-0.56325820330713	0.382213813775748
RamDA_24h_G05	cluster_2	24h	0.73527085766778	-0.28778405028707	0.389372070548484
RamDA_24h_G05	cluster_3	24h	0.73527085766778	0.24208568516044	0.539159009644348
RamDA_24h_G05	cluster_4	24h	0.73527085766778	0.284665385730487	0.405768118754446
RamDA_24h_G05	cluster_5	24h	0.73527085766778	0.361549116393889	0.292217254856728
RamDA_24h_G05	cluster_6	24h	0.73527085766778	0.795362057784289	0.452624128072281
RamDA_24h_G05	cluster_7	24h	0.73527085766778	0.955670979063376	0.55984149607244
RamDA_24h_G06	cluster_1	24h	0.858317137495648	-0.372836826586131	0.43269714103859
RamDA_24h_G06	cluster_2	24h	0.858317137495648	-0.365682754529378	0.381015371286617
RamDA_24h_G06	cluster_3	24h	0.858317137495648	0.758290747714287	0.634389317200361
RamDA_24h_G06	cluster_4	24h	0.858317137495648	0.621393467821653	0.414178861532154
RamDA_24h_G06	cluster_5	24h	0.858317137495648	0.21437580980617	0.303644086320311
RamDA_24h_G06	cluster_6	24h	0.858317137495648	0.854298160308788	0.418019732216686
RamDA_24h_G06	cluster_7	24h	0.858317137495648	1.18444552982422	0.502034624114914
RamDA_24h_G07	cluster_1	24h	0.565251182948005	-0.720674042090324	0.343767517049699
RamDA_24h_G07	cluster_2	24h	0.565251182948005	-0.11174971951461	0.441139935289288
RamDA_24h_G07	cluster_3	24h	0.565251182948005	-0.681427374533316	0.487553765947204
RamDA_24h_G07	cluster_4	24h	0.565251182948005	-0.133510141251158	0.459985626394896
RamDA_24h_G07	cluster_5	24h	0.565251182948005	0.668690082948734	0.233884316781905
RamDA_24h_G07	cluster_6	24h	0.565251182948005	0.833758184399003	0.378465292598038
RamDA_24h_G07	cluster_7	24h	0.565251182948005	0.978189714755667	0.427688225636352
RamDA_24h_G08	cluster_1	24h	0.522447849913005	-0.739617273991818	0.362901646731571
RamDA_24h_G08	cluster_2	24h	0.522447849913005	-0.0357568058055774	0.463592292034942
RamDA_24h_G08	cluster_3	24h	0.522447849913005	-0.872779755369299	0.516399366996296
RamDA_24h_G08	cluster_4	24h	0.522447849913005	-0.220270459363055	0.488735966073439
RamDA_24h_G08	cluster_5	24h	0.522447849913005	0.752641637787147	0.258075724104648
RamDA_24h_G08	cluster_6	24h	0.522447849913005	0.85861215305465	0.398572721297341
RamDA_24h_G08	cluster_7	24h	0.522447849913005	1.02410841986377	0.447515101778208
RamDA_24h_G09	cluster_1	24h	0.885563343197655	-0.327787100149747	0.441734552497161
RamDA_24h_G09	cluster_2	24h	0.885563343197655	-0.383432873169836	0.382856300805822
RamDA_24h_G09	cluster_3	24h	0.885563343197655	0.839080570826086	0.638609096199305
RamDA_24h_G09	cluster_4	24h	0.885563343197655	0.678278956296872	0.416634216334086
RamDA_24h_G09	cluster_5	24h	0.885563343197655	0.182891890881938	0.305396592623279
RamDA_24h_G09	cluster_6	24h	0.885563343197655	0.857378769544936	0.413215741096814
RamDA_24h_G09	cluster_7	24h	0.885563343197655	1.21570615961072	0.504676950677845
RamDA_24h_G11	cluster_1	24h	1.02432493214839	-0.106666883428137	0.450461735417032
RamDA_24h_G11	cluster_2	24h	1.02432493214839	-0.481664704001642	0.386095931850378
RamDA_24h_G11	cluster_3	24h	1.02432493214839	1.10357798236178	0.540872494420379
RamDA_24h_G11	cluster_4	24h	1.02432493214839	0.8238762269754	0.365187763198555
RamDA_24h_G11	cluster_5	24h	1.02432493214839	-0.016956956298662	0.306378598932796
RamDA_24h_G11	cluster_6	24h	1.02432493214839	0.730680634435543	0.424947911072288
RamDA_24h_G11	cluster_7	24h	1.02432493214839	1.08619114362814	0.521046389067648
RamDA_24h_G12	cluster_1	24h	0.885491068239221	-0.327906383223089	0.441714131945832
RamDA_24h_G12	cluster_2	24h	0.885491068239221	-0.383385008641985	0.38285143090067
RamDA_24h_G12	cluster_3	24h	0.885491068239221	0.838881343998566	0.638611891830995
RamDA_24h_G12	cluster_4	24h	0.885491068239221	0.678141120510448	0.41663352936725
RamDA_24h_G12	cluster_5	24h	0.885491068239221	0.182977839627092	0.305392354684886
RamDA_24h_G12	cluster_6	24h	0.885491068239221	0.857381465384474	0.413225081913739
RamDA_24h_G12	cluster_7	24h	0.885491068239221	1.21564638104654	0.504665992703758
RamDA_24h_H01	cluster_1	24h	0.814318378748892	-0.444882027427834	0.414507727242188
RamDA_24h_H01	cluster_2	24h	0.814318378748892	-0.338040165206934	0.379792179047398
RamDA_24h_H01	cluster_3	24h	0.814318378748892	0.602270063766751	0.608750773672407
RamDA_24h_H01	cluster_4	24h	0.814318378748892	0.511157769579506	0.405767534551428
RamDA_24h_H01	cluster_5	24h	0.814318378748892	0.263362245559919	0.301046926792791
RamDA_24h_H01	cluster_6	24h	0.814318378748892	0.835939666520868	0.431347987367015
RamDA_24h_H01	cluster_7	24h	0.814318378748892	1.10566062567871	0.511279131391867
RamDA_24h_H02	cluster_1	24h	0.65726062030903	-0.653619558949878	0.352059925570567
RamDA_24h_H02	cluster_2	24h	0.65726062030903	-0.225733347840789	0.407361450902239
RamDA_24h_H02	cluster_3	24h	0.65726062030903	-0.184560237157734	0.484203560777427
RamDA_24h_H02	cluster_4	24h	0.65726062030903	0.0729031588686674	0.423620646563771
RamDA_24h_H02	cluster_5	24h	0.65726062030903	0.488519963074196	0.257937829802292
RamDA_24h_H02	cluster_6	24h	0.65726062030903	0.789706821364552	0.4243031845544
RamDA_24h_H02	cluster_7	24h	0.65726062030903	0.903623055237665	0.53531487952791
RamDA_24h_H03	cluster_1	24h	0.760907486143263	-0.527240256683521	0.392284777312835
RamDA_24h_H03	cluster_2	24h	0.760907486143263	-0.304678818653342	0.384739356386831
RamDA_24h_H03	cluster_3	24h	0.760907486143263	0.369342074001096	0.562146423573093
RamDA_24h_H03	cluster_4	24h	0.760907486143263	0.359181929933402	0.402578847703573
RamDA_24h_H03	cluster_5	24h	0.760907486143263	0.326938200845277	0.297018518099211
RamDA_24h_H03	cluster_6	24h	0.760907486143263	0.806547786224729	0.44920908667237
RamDA_24h_H03	cluster_7	24h	0.760907486143263	0.998175578597837	0.545452995177474
RamDA_24h_H04	cluster_1	24h	0.689820036930906	-0.619659353938162	0.364318983367968
RamDA_24h_H04	cluster_2	24h	0.689820036930906	-0.254257236151752	0.399278528629666
RamDA_24h_H04	cluster_3	24h	0.689820036930906	-0.00181016507521572	0.503036049388967
RamDA_24h_H04	cluster_4	24h	0.689820036930906	0.157468490123829	0.415503091689219
RamDA_24h_H04	cluster_5	24h	0.689820036930906	0.431622799378429	0.275368138783338
RamDA_24h_H04	cluster_6	24h	0.689820036930906	0.786382662793968	0.442945565356414
RamDA_24h_H04	cluster_7	24h	0.689820036930906	0.910023328540472	0.560194471537602
RamDA_24h_H05	cluster_1	24h	0.859925128278606	-0.370177527768774	0.433297592235711
RamDA_24h_H05	cluster_2	24h	0.859925128278606	-0.366714372796983	0.381116728548231
RamDA_24h_H05	cluster_3	24h	0.859925128278606	0.763384190255094	0.634923664113242
RamDA_24h_H05	cluster_4	24h	0.859925128278606	0.625018323411266	0.414428153952688
RamDA_24h_H05	cluster_5	24h	0.859925128278606	0.212560947840379	0.303751527433671
RamDA_24h_H05	cluster_6	24h	0.859925128278606	0.854693617184707	0.417661199125891
RamDA_24h_H05	cluster_7	24h	0.859925128278606	1.18674674219001	0.502069769759575
RamDA_24h_H06	cluster_1	24h	0.717183291578955	-0.586911209566083	0.375121217854395
RamDA_24h_H06	cluster_2	24h	0.717183291578955	-0.275122945663493	0.393126578648363
RamDA_24h_H06	cluster_3	24h	0.717183291578955	0.147356374767046	0.523814588991783
RamDA_24h_H06	cluster_4	24h	0.717183291578955	0.233008289685453	0.409258818498457
RamDA_24h_H06	cluster_5	24h	0.717183291578955	0.388070670220722	0.28683644090001
RamDA_24h_H06	cluster_6	24h	0.717183291578955	0.789947635041111	0.451327871582589
RamDA_24h_H06	cluster_7	24h	0.717183291578955	0.932515576841495	0.564630300849255
RamDA_24h_H07	cluster_1	24h	0.802060257368244	-0.464459523820033	0.40924932045505
RamDA_24h_H07	cluster_2	24h	0.802060257368244	-0.330453841949225	0.380248098462601
RamDA_24h_H07	cluster_3	24h	0.802060257368244	0.552972499015646	0.59885409655219
RamDA_24h_H07	cluster_4	24h	0.802060257368244	0.477416647027087	0.40388657761244
RamDA_24h_H07	cluster_5	24h	0.802060257368244	0.277237918310145	0.300416377212006
RamDA_24h_H07	cluster_6	24h	0.802060257368244	0.829191219355663	0.435864745656666
RamDA_24h_H07	cluster_7	24h	0.802060257368244	1.08049499576185	0.517676157018224
RamDA_24h_H08	cluster_1	24h	0.62837577021877	-0.679108228613347	0.343455501629558
RamDA_24h_H08	cluster_2	24h	0.62837577021877	-0.19600186019582	0.415700556979661
RamDA_24h_H08	cluster_3	24h	0.62837577021877	-0.347065540983979	0.475111337432656
RamDA_24h_H08	cluster_4	24h	0.62837577021877	0.00334142101638046	0.431834731652994
RamDA_24h_H08	cluster_5	24h	0.62837577021877	0.542925540577316	0.242482904704682
RamDA_24h_H08	cluster_6	24h	0.62837577021877	0.799156364563697	0.403799253354865
RamDA_24h_H08	cluster_7	24h	0.62837577021877	0.915363687445954	0.498787802883811
RamDA_24h_H09	cluster_1	24h	0.775796494640508	-0.505144370396041	0.39827650762635
RamDA_24h_H09	cluster_2	24h	0.775796494640508	-0.314119223540673	0.382620014517638
RamDA_24h_H09	cluster_3	24h	0.775796494640508	0.438902218459497	0.57572172612609
RamDA_24h_H09	cluster_4	24h	0.775796494640508	0.402495406190478	0.402070384820006
RamDA_24h_H09	cluster_5	24h	0.775796494640508	0.308249359735286	0.298656654226052
RamDA_24h_H09	cluster_6	24h	0.775796494640508	0.814386991383649	0.445099226466719
RamDA_24h_H09	cluster_7	24h	0.775796494640508	1.02672295860412	0.535084131432453
RamDA_24h_H10	cluster_1	24h	0.844912621297217	-0.394969658143326	0.427443807484263
RamDA_24h_H10	cluster_2	24h	0.844912621297217	-0.357153041777311	0.380274810395438
RamDA_24h_H10	cluster_3	24h	0.844912621297217	0.714185590088146	0.628673611045443
RamDA_24h_H10	cluster_4	24h	0.844912621297217	0.589959001722915	0.411774919350846
RamDA_24h_H10	cluster_5	24h	0.844912621297217	0.229368309442307	0.302767424691623
RamDA_24h_H10	cluster_6	24h	0.844912621297217	0.850103799520645	0.421389914671909
RamDA_24h_H10	cluster_7	24h	0.844912621297217	1.16335044928386	0.502625279441448
RamDA_24h_H11	cluster_1	24h	0.793415989499579	-0.478060503059594	0.405582303525329
RamDA_24h_H11	cluster_2	24h	0.793415989499579	-0.325101603424919	0.380820469175232
RamDA_24h_H11	cluster_3	24h	0.793415989499579	0.516683392973903	0.591455080100592
RamDA_24h_H11	cluster_4	24h	0.793415989499579	0.453079756831	0.40292108462441
RamDA_24h_H11	cluster_5	24h	0.793415989499579	0.287217702922168	0.299932322272572
RamDA_24h_H11	cluster_6	24h	0.793415989499579	0.824293803465916	0.439049932915022
RamDA_24h_H11	cluster_7	24h	0.793415989499579	1.06258943775157	0.522992592928129
RamDA_24h_H12	cluster_1	24h	0.776520288607568	-0.504050631912017	0.398571822032186
RamDA_24h_H12	cluster_2	24h	0.776520288607568	-0.314573560873396	0.382530166363071
RamDA_24h_H12	cluster_3	24h	0.776520288607568	0.442196035620331	0.576378652602659
RamDA_24h_H12	cluster_4	24h	0.776520288607568	0.404592013508482	0.402074190188215
RamDA_24h_H12	cluster_5	24h	0.776520288607568	0.307363982183759	0.298720627961374
RamDA_24h_H12	cluster_6	24h	0.776520288607568	0.814784650474198	0.444870859991487
RamDA_24h_H12	cluster_7	24h	0.776520288607568	1.02816194805637	0.534571711518535
RamDA_48h_A04	cluster_1	48h	1.6984858381365	1.02086415934626	0.312912676402786
RamDA_48h_A04	cluster_2	48h	1.6984858381365	-0.810052371331114	0.315532418105792
RamDA_48h_A04	cluster_3	48h	1.6984858381365	0.402146168997307	0.562246740352012
RamDA_48h_A04	cluster_4	48h	1.6984858381365	0.844124467698343	0.294961505854407
RamDA_48h_A04	cluster_5	48h	1.6984858381365	-1.11518126045943	0.173970944872688
RamDA_48h_A04	cluster_6	48h	1.6984858381365	-0.86687713632608	0.352647004770607
RamDA_48h_A04	cluster_7	48h	1.6984858381365	-0.36854281545946	0.450438994965862
RamDA_48h_A05	cluster_1	48h	1.85998617167451	1.33727211226005	0.288861629027764
RamDA_48h_A05	cluster_2	48h	1.85998617167451	-0.893270086369596	0.338816399512548
RamDA_48h_A05	cluster_3	48h	1.85998617167451	-0.348246484012204	0.517415315878217
RamDA_48h_A05	cluster_4	48h	1.85998617167451	0.716748598834267	0.390711947102731
RamDA_48h_A05	cluster_5	48h	1.85998617167451	-1.31410769597624	0.23846466829007
RamDA_48h_A05	cluster_6	48h	1.85998617167451	-1.41592937216195	0.218897283309747
RamDA_48h_A05	cluster_7	48h	1.85998617167451	-0.822290269464895	0.444207625674302
RamDA_48h_A06	cluster_1	48h	1.39284365798097	0.453939968253361	0.473225322853743
RamDA_48h_A06	cluster_2	48h	1.39284365798097	-0.714054641626332	0.363274551884916
RamDA_48h_A06	cluster_3	48h	1.39284365798097	1.18029043122736	0.664135080159244
RamDA_48h_A06	cluster_4	48h	1.39284365798097	0.897645556419187	0.368197837336188
RamDA_48h_A06	cluster_5	48h	1.39284365798097	-0.71137169420343	0.295898349715904
RamDA_48h_A06	cluster_6	48h	1.39284365798097	-0.175484799429901	0.633708466103186
RamDA_48h_A06	cluster_7	48h	1.39284365798097	0.0471153733672179	0.663368453873397
RamDA_48h_A07	cluster_1	48h	1.3970083792794	0.460990816384836	0.47187029784927
RamDA_48h_A07	cluster_2	48h	1.3970083792794	-0.715696375873568	0.361940456537446
RamDA_48h_A07	cluster_3	48h	1.3970083792794	1.17645191578101	0.662053775464944
RamDA_48h_A07	cluster_4	48h	1.3970083792794	0.900091993604021	0.366170710215775
RamDA_48h_A07	cluster_5	48h	1.3970083792794	-0.717925056435404	0.294503765525391
RamDA_48h_A07	cluster_6	48h	1.3970083792794	-0.183754867909081	0.631836285615401
RamDA_48h_A07	cluster_7	48h	1.3970083792794	0.0434240015930062	0.659859840727006
RamDA_48h_A08	cluster_1	48h	1.53333418488932	0.703672122919706	0.418754476899904
RamDA_48h_A08	cluster_2	48h	1.53333418488932	-0.758086466713364	0.342827285308236
RamDA_48h_A08	cluster_3	48h	1.53333418488932	0.952964655425389	0.617667786688811
RamDA_48h_A08	cluster_4	48h	1.53333418488932	0.941499245803791	0.319703229435399
RamDA_48h_A08	cluster_5	48h	1.53333418488932	-0.910256693890596	0.236696726438433
RamDA_48h_A08	cluster_6	48h	1.53333418488932	-0.442983658657248	0.529809385270194
RamDA_48h_A08	cluster_7	48h	1.53333418488932	-0.0555407309117849	0.555822453069012
RamDA_48h_B01	cluster_1	48h	1.46675229697177	0.582441159236687	0.446378403620423
RamDA_48h_B01	cluster_2	48h	1.46675229697177	-0.739623910498668	0.34587583934384
RamDA_48h_B01	cluster_3	48h	1.46675229697177	1.08731256300467	0.630627003908014
RamDA_48h_B01	cluster_4	48h	1.46675229697177	0.93383299775184	0.336777497089025
RamDA_48h_B01	cluster_5	48h	1.46675229697177	-0.820973460414796	0.267094359796462
RamDA_48h_B01	cluster_6	48h	1.46675229697177	-0.315518122661897	0.586215411949977
RamDA_48h_B01	cluster_7	48h	1.46675229697177	-0.0040994831524159	0.600209627176458
RamDA_48h_B02	cluster_1	48h	1.55508536789185	0.744237411793199	0.408582078733003
RamDA_48h_B02	cluster_2	48h	1.55508536789185	-0.763798795290162	0.34283247064724
RamDA_48h_B02	cluster_3	48h	1.55508536789185	0.897843179501616	0.615360952739989
RamDA_48h_B02	cluster_4	48h	1.55508536789185	0.937220057191834	0.315465372124205
RamDA_48h_B02	cluster_5	48h	1.55508536789185	-0.93816329539079	0.226729287186339
RamDA_48h_B02	cluster_6	48h	1.55508536789185	-0.488234813620141	0.510504416636013
RamDA_48h_B02	cluster_7	48h	1.55508536789185	-0.0798856767651704	0.544464422253008
RamDA_48h_B03	cluster_1	48h	1.2897533820248	0.287027165950023	0.492211442038593
RamDA_48h_B03	cluster_2	48h	1.2897533820248	-0.664639588395313	0.394828804081217
RamDA_48h_B03	cluster_3	48h	1.2897533820248	1.23239581191273	0.681912280318424
RamDA_48h_B03	cluster_4	48h	1.2897533820248	0.842202992463461	0.405585342900177
RamDA_48h_B03	cluster_5	48h	1.2897533820248	-0.532997354868046	0.318481804535564
RamDA_48h_B03	cluster_6	48h	1.2897533820248	0.0561933083124483	0.634289409592993
RamDA_48h_B03	cluster_7	48h	1.2897533820248	0.207988916144064	0.713854444323069
RamDA_48h_B04	cluster_1	48h	1.47750566171117	0.60169674283577	0.442153705897221
RamDA_48h_B04	cluster_2	48h	1.47750566171117	-0.742810844211816	0.344698764937126
RamDA_48h_B04	cluster_3	48h	1.47750566171117	1.06904760007905	0.627382103508873
RamDA_48h_B04	cluster_4	48h	1.47750566171117	0.93706592220313	0.333368910832126
RamDA_48h_B04	cluster_5	48h	1.47750566171117	-0.835887127500508	0.26234661836187
RamDA_48h_B04	cluster_6	48h	1.47750566171117	-0.335462576406602	0.577554131579636
RamDA_48h_B04	cluster_7	48h	1.47750566171117	-0.0108734804525186	0.591916077393744
RamDA_48h_B05	cluster_1	48h	1.29473027524965	0.294757000963042	0.492145608745995
RamDA_48h_B05	cluster_2	48h	1.29473027524965	-0.667410878893045	0.393767136539938
RamDA_48h_B05	cluster_3	48h	1.29473027524965	1.2315053826786	0.683449144877615
RamDA_48h_B05	cluster_4	48h	1.29473027524965	0.84418875822821	0.405007977917199
RamDA_48h_B05	cluster_5	48h	1.29473027524965	-0.542306640359672	0.317989897793708
RamDA_48h_B05	cluster_6	48h	1.29473027524965	0.0437061655737193	0.636438414964709
RamDA_48h_B05	cluster_7	48h	1.29473027524965	0.196520214973597	0.713819231157448
RamDA_48h_B06	cluster_1	48h	1.37199469929349	0.41900256057562	0.479519859108432
RamDA_48h_B06	cluster_2	48h	1.37199469929349	-0.705429138797294	0.370246329918354
RamDA_48h_B06	cluster_3	48h	1.37199469929349	1.1972460731223	0.673864676049877
RamDA_48h_B06	cluster_4	48h	1.37199469929349	0.885202955710157	0.378322054043545
RamDA_48h_B06	cluster_5	48h	1.37199469929349	-0.677811100856231	0.302371638106938
RamDA_48h_B06	cluster_6	48h	1.37199469929349	-0.132979438001312	0.641145559313948
RamDA_48h_B06	cluster_7	48h	1.37199469929349	0.0681889661462809	0.679951761226946
RamDA_48h_B07	cluster_1	48h	1.45717248811766	0.565400085883479	0.450087025226486
RamDA_48h_B07	cluster_2	48h	1.45717248811766	-0.736689056913492	0.347223130788997
RamDA_48h_B07	cluster_3	48h	1.45717248811766	1.10251492319417	0.633969768241691
RamDA_48h_B07	cluster_4	48h	1.45717248811766	0.930396634473184	0.340083448722262
RamDA_48h_B07	cluster_5	48h	1.45717248811766	-0.807493426070866	0.271230392525406
RamDA_48h_B07	cluster_6	48h	1.45717248811766	-0.297793379375321	0.593680192248145
RamDA_48h_B07	cluster_7	48h	1.45717248811766	0.00176488091230163	0.6079247451098
RamDA_48h_B08	cluster_1	48h	1.17894819331523	0.121282551140867	0.472540066251595
RamDA_48h_B08	cluster_2	48h	1.17894819331523	-0.594486072002586	0.398633559968596
RamDA_48h_B08	cluster_3	48h	1.17894819331523	1.22018905778736	0.584230475075324
RamDA_48h_B08	cluster_4	48h	1.17894819331523	0.825567851472605	0.376717561870831
RamDA_48h_B08	cluster_5	48h	1.17894819331523	-0.313717553092958	0.31530277451303
RamDA_48h_B08	cluster_6	48h	1.17894819331523	0.35709720735224	0.543504564973201
RamDA_48h_B08	cluster_7	48h	1.17894819331523	0.553849723340994	0.643392722155362
RamDA_48h_B09	cluster_1	48h	1.57398289508072	0.779826139693529	0.399015003131577
RamDA_48h_B09	cluster_2	48h	1.57398289508072	-0.768831324609093	0.342475465766766
RamDA_48h_B09	cluster_3	48h	1.57398289508072	0.845439678689028	0.612922686856179
RamDA_48h_B09	cluster_4	48h	1.57398289508072	0.930842347527031	0.311962144461208
RamDA_48h_B09	cluster_5	48h	1.57398289508072	-0.962059918557511	0.218301651698033
RamDA_48h_B09	cluster_6	48h	1.57398289508072	-0.529727578753854	0.493357227995586
RamDA_48h_B09	cluster_7	48h	1.57398289508072	-0.105064240850552	0.535162054518444
RamDA_48h_B10	cluster_1	48h	1.62746854178111	0.882131319289468	0.366985442352348
RamDA_48h_B10	cluster_2	48h	1.62746854178111	-0.784296641310441	0.336624831194212
RamDA_48h_B10	cluster_3	48h	1.62746854178111	0.674957395324794	0.59924474279481
RamDA_48h_B10	cluster_4	48h	1.62746854178111	0.901152383658715	0.302397743099373
RamDA_48h_B10	cluster_5	48h	1.62746854178111	-1.02846311699863	0.196118076927285
RamDA_48h_B10	cluster_6	48h	1.62746854178111	-0.660366255471567	0.440590510715632
RamDA_48h_B10	cluster_7	48h	1.62746854178111	-0.198216190299741	0.506313760792184
RamDA_48h_B11	cluster_1	48h	1.36650082441914	0.409896778102389	0.481021793233667
RamDA_48h_B11	cluster_2	48h	1.36650082441914	-0.703041523392591	0.372126990283429
RamDA_48h_B11	cluster_3	48h	1.36650082441914	1.2011112734267	0.676135737932042
RamDA_48h_B11	cluster_4	48h	1.36650082441914	0.881918268831242	0.380925943910715
RamDA_48h_B11	cluster_5	48h	1.36650082441914	-0.66875512301246	0.30393095790216
RamDA_48h_B11	cluster_6	48h	1.36650082441914	-0.121447015804954	0.642535842729096
RamDA_48h_B11	cluster_7	48h	1.36650082441914	0.0745473298466033	0.683969997786738
RamDA_48h_C01	cluster_1	48h	1.47475215074771	0.596753575424116	0.443241962635366
RamDA_48h_C01	cluster_2	48h	1.47475215074771	-0.742004949375652	0.344967550326802
RamDA_48h_C01	cluster_3	48h	1.47475215074771	1.07384693396885	0.628161953737495
RamDA_48h_C01	cluster_4	48h	1.47475215074771	0.936304180980932	0.334212186044947
RamDA_48h_C01	cluster_5	48h	1.47475215074771	-0.832089374779378	0.263572041723894
RamDA_48h_C01	cluster_6	48h	1.47475215074771	-0.330346354650466	0.579797015577567
RamDA_48h_C01	cluster_7	48h	1.47475215074771	-0.00911023706578115	0.594000540354397
RamDA_48h_C02	cluster_1	48h	1.40125370340189	0.468202542099943	0.470460331388433
RamDA_48h_C02	cluster_2	48h	1.40125370340189	-0.717342571603842	0.360609130040335
RamDA_48h_C02	cluster_3	48h	1.40125370340189	1.17237863426849	0.65990864432972
RamDA_48h_C02	cluster_4	48h	1.40125370340189	0.902560918155327	0.364115202460124
RamDA_48h_C02	cluster_5	48h	1.40125370340189	-0.724554595262127	0.293048627926265
RamDA_48h_C02	cluster_6	48h	1.40125370340189	-0.192116002267918	0.629803772940734
RamDA_48h_C02	cluster_7	48h	1.40125370340189	0.0398176464293145	0.656234567067911
RamDA_48h_C03	cluster_1	48h	1.50004715948064	0.642478920493495	0.433051531090282
RamDA_48h_C03	cluster_2	48h	1.50004715948064	-0.749181651144688	0.343252740340828
RamDA_48h_C03	cluster_3	48h	1.50004715948064	1.02652741633933	0.622237295407682
RamDA_48h_C03	cluster_4	48h	1.50004715948064	0.941461463660243	0.327157201114811
RamDA_48h_C03	cluster_5	48h	1.50004715948064	-0.866476140184986	0.252112824936503
RamDA_48h_C03	cluster_6	48h	1.50004715948064	-0.377799661427137	0.558689120927067
RamDA_48h_C03	cluster_7	48h	1.50004715948064	-0.0264872567764067	0.575929836863437
RamDA_48h_C04	cluster_1	48h	1.69168518106003	1.00747534639353	0.318334357514123
RamDA_48h_C04	cluster_2	48h	1.69168518106003	-0.807265861005702	0.317856061611561
RamDA_48h_C04	cluster_3	48h	1.69168518106003	0.430307086785197	0.56627836464559
RamDA_48h_C04	cluster_4	48h	1.69168518106003	0.850023004952369	0.294953258006312
RamDA_48h_C04	cluster_5	48h	1.69168518106003	-1.10690897790432	0.175291518717032
RamDA_48h_C04	cluster_6	48h	1.69168518106003	-0.845572524477388	0.361951009130054
RamDA_48h_C04	cluster_7	48h	1.69168518106003	-0.35040313138813	0.456345053252507
RamDA_48h_C05	cluster_1	48h	0.494761443249382	-0.748830429011321	0.380045297989839
RamDA_48h_C05	cluster_2	48h	0.494761443249382	0.0230186221663211	0.477716382360213
RamDA_48h_C05	cluster_3	48h	0.494761443249382	-0.973315638173027	0.536211881711524
RamDA_48h_C05	cluster_4	48h	0.494761443249382	-0.276900774574325	0.508004777760591
RamDA_48h_C05	cluster_5	48h	0.494761443249382	0.803300315430368	0.280626913730409
RamDA_48h_C05	cluster_6	48h	0.494761443249382	0.870719059874496	0.42554766998941
RamDA_48h_C05	cluster_7	48h	0.494761443249382	1.04283120213093	0.494269850361627
RamDA_48h_C06	cluster_1	48h	0.672056484368417	-0.638874424459332	0.357453213577671
RamDA_48h_C06	cluster_2	48h	0.672056484368417	-0.239273077049621	0.40356423434148
RamDA_48h_C06	cluster_3	48h	0.672056484368417	-0.101125970708015	0.491800870851397
RamDA_48h_C06	cluster_4	48h	0.672056484368417	0.11054361763049	0.419850378489732
RamDA_48h_C06	cluster_5	48h	0.672056484368417	0.462018809367545	0.266175229784832
RamDA_48h_C06	cluster_6	48h	0.672056484368417	0.787179595030319	0.433731795819783
RamDA_48h_C06	cluster_7	48h	0.672056484368417	0.903802985242333	0.549180688704928
RamDA_48h_C07	cluster_1	48h	1.1268706217484	0.0454584350271514	0.458975186936811
RamDA_48h_C07	cluster_2	48h	1.1268706217484	-0.557437293735494	0.392728910326892
RamDA_48h_C07	cluster_3	48h	1.1268706217484	1.19508097470959	0.532079346875571
RamDA_48h_C07	cluster_4	48h	1.1268706217484	0.829879342803065	0.354392889088379
RamDA_48h_C07	cluster_5	48h	1.1268706217484	-0.208694412825442	0.309924523494601
RamDA_48h_C07	cluster_6	48h	1.1268706217484	0.499061533163169	0.491662839752956
RamDA_48h_C07	cluster_7	48h	1.1268706217484	0.749001131767098	0.586747024585679
RamDA_48h_C08	cluster_1	48h	1.43947137180665	0.534202669058791	0.456802754328741
RamDA_48h_C08	cluster_2	48h	1.43947137180665	-0.73099938176942	0.350478883353836
RamDA_48h_C08	cluster_3	48h	1.43947137180665	1.12803052560014	0.641202581443017
RamDA_48h_C08	cluster_4	48h	1.43947137180665	0.922833567327592	0.346875174218341
RamDA_48h_C08	cluster_5	48h	1.43947137180665	-0.782063664474719	0.278603058358994
RamDA_48h_C08	cluster_6	48h	1.43947137180665	-0.264945597411171	0.606680309650238
RamDA_48h_C08	cluster_7	48h	1.43947137180665	0.0126359297846366	0.622844669662829
